TaxonName,calories_mean,protein_mean,Species,Genus,Family,Order
Scyliorhinus,115.43027777777777,19.92,NA,Scyliorhinus,Scyliorhinidae,Carcharhiniformes
Scyliorhinus canicula,105.31055555555555,20.811666666666667,Scyliorhinus canicula,Scyliorhinus,Scyliorhinidae,Carcharhiniformes
Scyliorhinus stellaris,125.55000000000001,19.028333333333336,Scyliorhinus stellaris,Scyliorhinus,Scyliorhinidae,Carcharhiniformes
Scylla serrata,108.66916225749559,18.760118911952244,Scylla serrata,Scylla,Portunidae,Decapoda
Scyllaridae,108.66916225749559,18.760118911952244,NA,NA,NA,NA
Scyllarides,108.66916225749559,18.760118911952244,NA,Scyllarides,Scyllaridae,Decapoda
Scyllarides latus,108.66916225749559,18.760118911952244,Scyllarides latus,Scyllarides,Scyllaridae,Decapoda
Scymnodon ringens,113.52,21.116666666666667,Scymnodon ringens,Scymnodon,Somniosidae,Squaliformes
Sea-urchins and other echinoderms,108.66916225749559,18.760118911952244,NA,NA,NA,Echinoida
Sebastes,92.44626307720058,18.332092893217894,NA,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastes alutus,101.30653318903319,18.849362193362193,Sebastes alutus,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastes entomelas,89.15,18.528,Sebastes entomelas,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastes flavidus,91.56,17.885333333333335,Sebastes flavidus,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastes goodei,90,18.36,Sebastes goodei,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastes marinus,92.44626307720058,18.332092893217894,Sebastes marinus,Sebastes,Sebastidae,Perciformes
Sebastes melanops,89.475,18.165333333333333,Sebastes melanops,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastes mentella,101.28571428571429,18.787142857142857,Sebastes mentella,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastes pinniger,89.15,18.528,Sebastes pinniger,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastes viviparus,87.64285714285714,17.55357142857143,Sebastes viviparus,Sebastes,Sebastidae,Perciformes/Scorpaenoidei
Sebastolobus alascanus,89.15,18.528,Sebastolobus alascanus,Sebastolobus,Sebastidae,Perciformes/Scorpaenoidei
Selar crumenophthalmus,114.26822580645161,20.69409090909091,Selar crumenophthalmus,Selar,Carangidae,Carangiformes
Selaroides leptolepis,109.29333333333334,18.816666666666666,Selaroides leptolepis,Selaroides,Carangidae,Carangiformes
Selene dorsalis,89,21.1,Selene dorsalis,Selene,Carangidae,Carangiformes
Selene setapinnis,89,19.4,Selene setapinnis,Selene,Carangidae,Carangiformes
Semele solida,107.25982321161798,18.85700945291929,Semele solida,Semele,Semelidae,Cardiida
Semicossyphus pulcher,99.27926807760142,18.578180252727872,Semicossyphus pulcher,Semicossyphus,Labridae,Eupercaria/misc
Sepia officinalis,108.66916225749559,18.760118911952244,Sepia officinalis,Sepia,Sepiidae,Sepiida
Sepiida,108.66916225749559,18.760118911952244,NA,NA,NA,Sepiida
Sepiidae,108.66916225749559,18.760118911952244,NA,NA,NA,NA
Sergestidae,108.66916225749559,18.760118911952244,NA,NA,NA,NA
Seriola,117.15944444444443,18.765694444444446,NA,Seriola,Carangidae,Carangiformes
Seriola dumerili,110.34888888888888,18.61888888888889,Seriola dumerili,Seriola,Carangidae,Carangiformes
Seriola lalandi,123.97,18.9125,Seriola lalandi,Seriola,Carangidae,Carangiformes
Seriolella,108.3253629032258,18.477878787878787,NA,Seriolella,Centrolophidae,Scombriformes
Seriolella brama,106.07,18.166666666666668,Seriolella brama,Seriolella,Centrolophidae,Scombriformes
Seriolella caerulea,108.3253629032258,18.477878787878787,Seriolella caerulea,Seriolella,Centrolophidae,Scombriformes
Seriolella porosa,108.3253629032258,18.477878787878787,Seriolella porosa,Seriolella,Centrolophidae,Scombriformes
Seriolella punctata,110.58072580645161,18.78909090909091,Seriolella punctata,Seriolella,Centrolophidae,Scombriformes
Seriolina nigrofasciata,107.46,17.96666666666667,Seriolina nigrofasciata,Seriolina,Carangidae,Carangiformes
Serranidae,108.66916225749559,18.760118911952244,NA,NA,Serranidae,Perciformes/Serranoidei
Serranus,100.65703173601091,18.28793826802056,NA,Serranus,Serranidae,Perciformes/Serranoidei
Serranus cabrilla,100.65703173601091,18.28793826802056,Serranus cabrilla,Serranus,Serranidae,Perciformes/Serranoidei
Sharks rays chimaeras,108.66916225749559,18.760118911952244,NA,NA,NA,Hexanchiformes
Shrimps prawns,108.66916225749559,18.760118911952244,NA,NA,NA,Decapoda
Sicyonia brevirostris,108.66916225749559,18.760118911952244,Sicyonia brevirostris,Sicyonia,Sicyoniidae,Decapoda
Sicyonia ingentis,108.66916225749559,18.760118911952244,Sicyonia ingentis,Sicyonia,Sicyoniidae,Decapoda
Siganus,106.11192092886537,18.476136791706235,NA,Siganus,Siganidae,Acanthuriformes
Siliqua patula,108.66916225749559,18.760118911952244,Siliqua patula,Siliqua,Pharidae,Adapedonta
Sillaginidae,108.66916225749559,18.760118911952244,NA,NA,Sillaginidae,Eupercaria/misc
Sillago sihama,93.16666666666666,18.53333333333333,Sillago sihama,Sillago,Sillaginidae,Eupercaria/misc
Solea,96.9625,18.15,NA,Solea,Soleidae,Pleuronectiformes
Solea senegalensis,96.9625,18.15,Solea senegalensis,Solea,Soleidae,Pleuronectiformes
Solea solea,96.9625,18.15,Solea solea,Solea,Soleidae,Pleuronectiformes
Soleidae,108.66916225749559,18.760118911952244,NA,NA,Soleidae,Pleuronectiformes
Solen,108.66916225749559,18.760118911952244,NA,NA,NA,Solen
Solen,108.66916225749559,18.760118911952244,NA,NA,Solenidae,Adapedonta
Solen vagina,108.66916225749559,18.760118911952244,Solen vagina,NA,Solenidae,Adapedonta
Solenidae,108.66916225749559,18.760118911952244,NA,NA,NA,NA
Solenocera agassizii,108.66916225749559,18.760118911952244,Solenocera agassizii,Solenocera,Solenoceridae,Decapoda
Somniosus microcephalus,97.10111111111111,20.506666666666668,Somniosus microcephalus,Somniosus,Somniosidae,Squaliformes
Somniosus rostratus,97.10111111111111,20.506666666666668,Somniosus rostratus,Somniosus,Somniosidae,Squaliformes
Sparidae,108.66916225749559,18.760118911952244,NA,NA,Sparidae,Eupercaria/misc
Sparisoma cretense,100.47638741916519,17.320039637317414,Sparisoma cretense,Sparisoma,Scaridae,Eupercaria/misc
Sparus aurata,101.56727272727272,19.770454545454545,Sparus aurata,Sparus,Sparidae,Eupercaria/misc
Spectrunculus grandis,87,18.99,Spectrunculus grandis,Spectrunculus,Ophidiidae,Ophidiiformes
Sphoeroides,96.38,16.6,NA,Sphoeroides,Tetraodontidae,Tetraodontiformes
Sphoeroides maculatus,96.38,16.6,Sphoeroides maculatus,Sphoeroides,Tetraodontidae,Tetraodontiformes
Sphyraena,91.12611111111111,18.76805555555556,NA,Sphyraena,Sphyraenidae,Carangaria/misc
Sphyraena barracuda,89.625,19.387500000000003,Sphyraena barracuda,Sphyraena,Sphyraenidae,Carangaria/misc
Sphyraena jello,91.87666666666667,18.458333333333336,Sphyraena jello,Sphyraena,Sphyraenidae,Carangaria/misc
Sphyraena obtusata,91.87666666666667,18.458333333333336,Sphyraena obtusata,Sphyraena,Sphyraenidae,Carangaria/misc
Sphyrna,92.15916666666666,19.151666666666667,NA,Sphyrna,Sphyrnidae,Carcharhiniformes
Sphyrna lewini,87.21722222222222,17.796666666666667,Sphyrna lewini,Sphyrna,Sphyrnidae,Carcharhiniformes
Sphyrna zygaena,97.10111111111111,20.506666666666668,Sphyrna zygaena,Sphyrna,Sphyrnidae,Carcharhiniformes
Sphyrnidae,108.66916225749559,18.760118911952244,NA,NA,Sphyrnidae,Carcharhiniformes
Spicara,101.79942381426093,19.698698344024102,NA,Spicara,Sparidae,Eupercaria/misc
Spicara maena,101.79942381426093,19.698698344024102,Spicara maena,Spicara,Sparidae,Eupercaria/misc
Spicara smaris,101.79942381426093,19.698698344024102,Spicara smaris,Spicara,Sparidae,Eupercaria/misc
Spisula,108.66916225749559,18.760118911952244,NA,Spisula,Mactridae,Venerida
Spisula solida,108.66916225749559,18.760118911952244,Spisula solida,Spisula,Mactridae,Venerida
Spisula solidissima,108.66916225749559,18.760118911952244,Spisula solidissima,Spisula,Mactridae,Venerida
Spondyliosoma cantharus,104.62,20.0275,Spondyliosoma cantharus,Spondyliosoma,Sparidae,Eupercaria/misc
Spratelloides gracilis,144.5,18.8375,Spratelloides gracilis,Spratelloides,Spratelloididae,Clupeiformes
Sprattus fuegensis,144.5,18.8375,Sprattus fuegensis,Sprattus,Clupeidae,Clupeiformes
Sprattus sprattus,108.37208333333334,17.294242424242423,Sprattus sprattus,Sprattus,Clupeidae,Clupeiformes
Squalidae,108.66916225749559,18.760118911952244,NA,NA,Squalidae,Squaliformes
Squaliformes,108.66916225749559,18.760118911952244,NA,NA,NA,Squaliformes
Squalus,108.98416666666667,20.162083333333335,NA,Squalus,Squalidae,Squaliformes
Squalus acanthias,108.98416666666667,20.162083333333335,Squalus acanthias,Squalus,Squalidae,Squaliformes
Squatina argentina,97.10111111111111,20.506666666666668,Squatina argentina,Squatina,Squatinidae,Squatiniformes
Squatina squatina,87.45037037037036,18.253888888888888,Squatina squatina,Squatina,Squatinidae,Squatiniformes
Squatinidae,108.66916225749559,18.760118911952244,NA,NA,Squatinidae,Squatiniformes
Squilla mantis,108.66916225749559,18.760118911952244,Squilla mantis,Squilla,Squillidae,Stomatopoda
Squillidae,108.66916225749559,18.760118911952244,NA,NA,NA,NA
Starfish and other echinoderms,108.66916225749559,18.760118911952244,NA,NA,NA,Echinoida
Stenotomus chrysops,105,18.88,Stenotomus chrysops,Stenotomus,Sparidae,Eupercaria/misc
Stephanolepis cirrhifer,108.66916225749559,18.760118911952244,Stephanolepis cirrhifer,Stephanolepis,Monacanthidae,Tetraodontiformes
Stereolepis gigas,89.89583333333334,17.75333333333333,Stereolepis gigas,Stereolepis,Polyprionidae,Acropomatiformes
Stolephorus,127.02703191749951,19.512190871381502,NA,Stolephorus,Engraulidae,Clupeiformes
Stomatopoda,108.66916225749559,18.760118911952244,NA,NA,NA,Stomatopoda
Strangomera bentincki,144.5,18.8375,Strangomera bentincki,Strangomera,Clupeidae,Clupeiformes
Stromateidae,108.66916225749559,18.760118911952244,NA,NA,Stromateidae,Scombriformes
Stromateus fiatola,125.66666666666667,17.886666666666667,Stromateus fiatola,Stromateus,Stromateidae,Scombriformes
Strombus,107.25982321161798,18.85700945291929,NA,Strombus,Strombidae,Littorinimorpha
Strombus,108.66916225749559,18.760118911952244,NA,NA,NA,Strombus
Synodontidae,108.66916225749559,18.760118911952244,NA,NA,Synodontidae,Aulopiformes
Tapes,108.66916225749559,18.760118911952244,NA,Tapes,Veneridae,Venerida
Tapes pullastra,108.66916225749559,18.760118911952244,Tapes pullastra,Tapes,Veneridae,Venerida
Tapes rhomboides,108.66916225749559,18.760118911952244,Tapes rhomboides,Tapes,Veneridae,Venerida
Taractichthys steindachneri,100.9309090909091,18.56818181818182,Taractichthys steindachneri,Taractichthys,Bramidae,Scombriformes
Tautoga onitis,99.27926807760142,18.578180252727872,Tautoga onitis,Tautoga,Labridae,Eupercaria/misc
Tautogolabrus adspersus,101.28571428571429,18.787142857142857,Tautogolabrus adspersus,Tautogolabrus,Labridae,Eupercaria/misc
Tawera gayi,108.66916225749559,18.760118911952244,Tawera gayi,Tawera,Veneridae,Venerida
Tellina,107.25982321161798,18.85700945291929,NA,Tellina,Tellinidae,Cardiida
Tenualosa ilisha,211.5,19.396,Tenualosa ilisha,Tenualosa,Clupeidae,Clupeiformes
Tenualosa toli,189.16666666666666,19.209833333333332,Tenualosa toli,Tenualosa,Clupeidae,Clupeiformes
Terapon jarbua,98.86968253968254,18.404126984126986,Terapon jarbua,NA,Terapontidae,Centrarchiformes
Tetraodontidae,108.66916225749559,18.760118911952244,NA,NA,Tetraodontidae,Tetraodontiformes
Tetrapturus albidus,96.55638741916519,19.05337297065075,Tetrapturus albidus,Tetrapturus,Istiophoridae,Carangiformes
Tetrapturus angustirostris,96.55638741916519,19.05337297065075,Tetrapturus angustirostris,Tetrapturus,Istiophoridae,Carangiformes
Tetrapturus audax,96.55638741916519,19.05337297065075,Tetrapturus audax,Tetrapturus,Istiophoridae,Carangiformes
Tetrapturus pfluegeri,96.55638741916519,19.05337297065075,Tetrapturus pfluegeri,Tetrapturus,Istiophoridae,Carangiformes
Teuthida,108.66916225749559,18.760118911952244,NA,NA,NA,Teuthida
Thalassoma pavo,97,18.5,Thalassoma pavo,Thalassoma,Labridae,Eupercaria/misc
Thaleichthys pacificus,97,17.63,Thaleichthys pacificus,Thaleichthys,Osmeridae,Osmeriformes
Thenus orientalis,108.66916225749559,18.760118911952244,Thenus orientalis,Thenus,Scyllaridae,Decapoda
Theragra chalcogramma,85.41419890873016,18.247711805555557,Theragra chalcogramma,Theragra,Gadidae,Gadiformes
Thunnus,126.55936331925244,21.764479166666668,NA,Thunnus,Scombridae,Scombriformes
Thunnus alalunga,135.46666666666667,22.432045454545452,Thunnus alalunga,Thunnus,Scombridae,Scombriformes
Thunnus albacares,119.07833333333333,20.832045454545455,Thunnus albacares,Thunnus,Scombridae,Scombriformes
Thunnus atlanticus,126.64444444444445,22.242727272727272,Thunnus atlanticus,Thunnus,Scombridae,Scombriformes
Thunnus maccoyii,121.71666666666667,22.63909090909091,Thunnus maccoyii,Thunnus,Scombridae,Scombriformes
Thunnus obesus,127.74244623655915,21.716590909090908,Thunnus obesus,Thunnus,Scombridae,Scombriformes
Thunnus orientalis,131.43333333333334,21.978181818181817,Thunnus orientalis,Thunnus,Scombridae,Scombriformes
Thunnus thynnus,103.70968253968255,19.786060606060605,Thunnus thynnus,Thunnus,Scombridae,Scombriformes
Thunnus tonggol,146.68333333333334,22.48909090909091,Thunnus tonggol,Thunnus,Scombridae,Scombriformes
Thyrsites atun,89.625,19.387500000000003,Thyrsites atun,Thyrsites,Gempylidae,Scombriformes
Tivela mactroides,108.66916225749559,18.760118911952244,Tivela mactroides,Tivela,Veneridae,Venerida
Todarodes pacificus,107.25982321161798,18.85700945291929,Todarodes pacificus,Todarodes,Ommastrephidae,Oegopsida
Todarodes sagittatus,107.25982321161798,18.85700945291929,Todarodes sagittatus,Todarodes,Ommastrephidae,Oegopsida
Trachichthyidae,108.66916225749559,18.760118911952244,NA,NA,Trachichthyidae,Trachichthyiformes
Trachinidae,108.66916225749559,18.760118911952244,NA,NA,Trachinidae,Perciformes/Percoidei
Trachinotus,130.48901515151516,18.331657196969697,NA,Trachinotus,Carangidae,Carangiformes
Trachinotus blochii,109.54772727272729,16.345795454545456,Trachinotus blochii,Trachinotus,Carangidae,Carangiformes
Trachinotus carolinus,132.74833333333333,18.550833333333333,Trachinotus carolinus,Trachinotus,Carangidae,Carangiformes
Trachinotus mookalee,139.83,19.215,Trachinotus mookalee,Trachinotus,Carangidae,Carangiformes
Trachinotus ovatus,139.83,19.215,Trachinotus ovatus,Trachinotus,Carangidae,Carangiformes
Trachinus,114,19.2,NA,Trachinus,Trachinidae,Perciformes/Percoidei
Trachinus draco,114,19.2,Trachinus draco,Trachinus,Trachinidae,Perciformes/Percoidei
Trachipterus,85,18.14,NA,Trachipterus,Trachipteridae,Lampriformes
Trachurus,119.24601075268816,20.674051515151515,NA,Trachurus,Carangidae,Carangiformes
Trachurus capensis,151.0182258064516,19.519090909090906,Trachurus capensis,Trachurus,Carangidae,Carangiformes
Trachurus declivis,114.26822580645161,20.69409090909091,Trachurus declivis,Trachurus,Carangidae,Carangiformes
Trachurus japonicus,114.26822580645161,20.69409090909091,Trachurus japonicus,Trachurus,Carangidae,Carangiformes
Trachurus lathami,114.26822580645161,20.69409090909091,Trachurus lathami,Trachurus,Carangidae,Carangiformes
Trachurus mediterraneus,140.84548387096774,23.296060606060607,Trachurus mediterraneus,Trachurus,Carangidae,Carangiformes
Trachurus murphyi,114.26822580645161,20.69409090909091,Trachurus murphyi,Trachurus,Carangidae,Carangiformes
Trachurus picturatus,114.26822580645161,20.69409090909091,Trachurus picturatus,Trachurus,Carangidae,Carangiformes
Trachurus symmetricus,114.26822580645161,20.69409090909091,Trachurus symmetricus,Trachurus,Carangidae,Carangiformes
Trachurus trachurus,100.71881720430108,19.066727272727274,Trachurus trachurus,Trachurus,Carangidae,Carangiformes
Trachurus trecae,114.26822580645161,20.69409090909091,Trachurus trecae,Trachurus,Carangidae,Carangiformes
Trachyrincus scabrus,90.85424763105473,18.180599755905746,Trachyrincus scabrus,Trachyrincus,Trachyrincidae,Gadiformes
Trachysalambria curvirostris,108.66916225749559,18.760118911952244,Trachysalambria curvirostris,Trachysalambria,Penaeidae,Decapoda
Trematomus,88.3,18.696,NA,Trematomus,Nototheniidae,Perciformes/Notothenioidei
Trematomus eulepidotus,88.3,18.696,Trematomus eulepidotus,Trematomus,Nototheniidae,Perciformes/Notothenioidei
Trematomus hansoni,88.3,18.696,Trematomus hansoni,Trematomus,Nototheniidae,Perciformes/Notothenioidei
Tresus,108.66916225749559,18.760118911952244,NA,Tresus,Mactridae,Venerida
Triakidae,108.66916225749559,18.760118911952244,NA,NA,Triakidae,Carcharhiniformes
Trichiuridae,108.66916225749559,18.760118911952244,NA,NA,Trichiuridae,Scombriformes
Trichiurus lepturus,104,18,Trichiurus lepturus,Trichiurus,Trichiuridae,Scombriformes
Trigla,96.45,19.15,NA,Trigla,Triglidae,Perciformes/Scorpaenoidei
Trigla lyra,96.45,19.15,Trigla lyra,Trigla,Triglidae,Perciformes/Scorpaenoidei
Triglidae,108.66916225749559,18.760118911952244,NA,NA,Triglidae,Perciformes/Scorpaenoidei
Trigloporus lastoviza,101.94546247305506,18.95112432355025,Trigloporus lastoviza,Trigloporus,Triglidae,Perciformes
Trisopterus esmarkii,79,16.64,Trisopterus esmarkii,Trisopterus,Gadidae,Gadiformes
Trisopterus luscus,84.16666666666666,18.038333333333334,Trisopterus luscus,Trisopterus,Gadidae,Gadiformes
Trisopterus minutus,88.3,18.696,Trisopterus minutus,Trisopterus,Gadidae,Gadiformes
Turbo,107.25982321161798,18.85700945291929,NA,Turbo,Turbinidae,Trochida
Turbo cornutus,107.25982321161798,18.85700945291929,Turbo cornutus,Turbo,Turbinidae,Trochida
Tylosurus,99.28145723104056,19.54124767670601,NA,Tylosurus,Belonidae,Beloniformes
Tylosurus crocodilus crocodilus,99.28145723104056,19.54124767670601,Tylosurus crocodilus crocodilus,Tylosurus,Belonidae,Beloniformes
Umbrina canariensis,107,18.385,Umbrina canariensis,Umbrina,Sciaenidae,Eupercaria/misc
Umbrina canosai,104.02333333333334,17.75857142857143,Umbrina canosai,Umbrina,Sciaenidae,Eupercaria/misc
Umbrina cirrosa,101.69,17.4925,Umbrina cirrosa,Umbrina,Sciaenidae,Eupercaria/misc
Upeneus,116.43457420005039,19.650935354768688,NA,Upeneus,Mullidae,Mulliformes
Upogebia pugettensis,108.66916225749559,18.760118911952244,Upogebia pugettensis,Upogebia,Upogebiidae,Decapoda
Urophycis brasiliensis,89.71785714285714,18.123625,Urophycis brasiliensis,Urophycis,Phycidae,Gadiformes
Urophycis chuss,89.06785714285715,18.270625,Urophycis chuss,Urophycis,Phycidae,Gadiformes
Urophycis tenuis,89.06785714285715,18.270625,Urophycis tenuis,Urophycis,Phycidae,Gadiformes
Valamugil seheli,114.5680787037037,19.658258877696376,Valamugil seheli,Valamugil,Mugilidae,Mugiliformes
Variola louti,103.00066666666666,18.3957,Variola louti,Variola,Serranidae,Perciformes/Serranoidei
Veneridae,108.66916225749559,18.760118911952244,NA,NA,NA,NA
Venus verrucosa,108.66916225749559,18.760118911952244,Venus verrucosa,Venus,Veneridae,Venerida
Xiphias gladius,142.66666666666666,19.673333333333332,Xiphias gladius,Xiphias,Xiphiidae,Carangiformes
Xiphopenaeus kroyeri,108.66916225749559,18.760118911952244,Xiphopenaeus kroyeri,Xiphopenaeus,Penaeidae,Decapoda
Zearaja nasuta,106,17.9,Zearaja nasuta,Zearaja,Rajidae,Rajiformes
Zeidae,108.66916225749559,18.760118911952244,NA,NA,Zeidae,Zeiformes
Zenopsis conchifer,119,21,Zenopsis conchifer,Zenopsis,Zeidae,Zeiformes
Zenopsis nebulosa,101.28571428571429,18.787142857142857,Zenopsis nebulosa,Zenopsis,Zeidae,Zeiformes
Zeus faber,119,21,Zeus faber,Zeus,Zeidae,Zeiformes
Zidona dufresnei,108.66916225749559,18.760118911952244,NA,NA,NA,Neogastropoda
Zoarces viviparus,102.435,17.227307692307694,Zoarces viviparus,Zoarces,Zoarcidae,Perciformes/Zoarcoidei
Zygochlamys patagonica,108.66916225749559,18.760118911952244,Zygochlamys patagonica,Zygochlamys,Pectinidae,Pectinida
