ID_0,production,iso3c,Country,split_rest_names,prod_system
134,377456.3252758235,MDG,Madagascar,bana,A
134,0,MDG,Madagascar,plnt,A
134,46834.24637430161,MDG,Madagascar,temf,A
134,4368.682482779026,MDG,Madagascar,ooil,A
134,21709.84903371334,MDG,Madagascar,ofib,A
134,867172.2274681553,MDG,Madagascar,trof,A
134,466629.6378812641,MDG,Madagascar,vege,A
134,11273.206554379314,MDG,Madagascar,tnut,A
134,0,MDG,Madagascar,othr,A
134,39674.37746460736,MDG,Madagascar,spis,A
134,4200.253055691719,MDG,Madagascar,whea,H
134,123984.49066385627,MDG,Madagascar,rice,H
134,0,MDG,Madagascar,maiz,H
134,0,MDG,Madagascar,barl,H
134,0,MDG,Madagascar,pmil,H
134,0,MDG,Madagascar,smil,H
134,0,MDG,Madagascar,sorg,H
134,0,MDG,Madagascar,ocer,H
134,0,MDG,Madagascar,pota,H
134,0,MDG,Madagascar,swpo,H
134,0,MDG,Madagascar,yams,H
134,0,MDG,Madagascar,cass,H
134,0,MDG,Madagascar,orts,H
134,53795.280996099114,MDG,Madagascar,bean,H
134,0,MDG,Madagascar,chic,H
134,8617.900849103928,MDG,Madagascar,cowp,H
134,0,MDG,Madagascar,pige,H
134,462.5921351015568,MDG,Madagascar,lent,H
134,17343.367766320705,MDG,Madagascar,opul,H
134,0,MDG,Madagascar,soyb,H
134,0,MDG,Madagascar,grou,H
134,43797.70092000812,MDG,Madagascar,cnut,H
134,20835.379566185176,MDG,Madagascar,oilp,H
134,0,MDG,Madagascar,sunf,H
134,0,MDG,Madagascar,rape,H
134,0,MDG,Madagascar,sesa,H
134,934046.2280926108,MDG,Madagascar,sugc,H
134,0,MDG,Madagascar,sugb,H
134,8701.458140477538,MDG,Madagascar,cott,H
134,0,MDG,Madagascar,acof,H
134,29176.991267085075,MDG,Madagascar,rcof,H
134,3516.6080140545964,MDG,Madagascar,coco,H
134,129.17277565598488,MDG,Madagascar,teas,H
134,669.5965968370438,MDG,Madagascar,toba,H
134,159721.45709813386,MDG,Madagascar,bana,H
134,0,MDG,Madagascar,plnt,H
134,26403.729451686144,MDG,Madagascar,temf,H
134,2599.027081042528,MDG,Madagascar,ooil,H
134,0,MDG,Madagascar,ofib,H
134,369505.95714992285,MDG,Madagascar,trof,H
134,264000.161301136,MDG,Madagascar,vege,H
134,6515.754954304546,MDG,Madagascar,tnut,H
134,0,MDG,Madagascar,othr,H
134,22931.232649311423,MDG,Madagascar,spis,H
134,377.3867013901472,MDG,Madagascar,whea,S
134,30977.979452490807,MDG,Madagascar,rice,S
134,247168.34735906124,MDG,Madagascar,maiz,S
134,0,MDG,Madagascar,barl,S
134,0,MDG,Madagascar,pmil,S
134,0,MDG,Madagascar,smil,S
134,1217.921580940485,MDG,Madagascar,sorg,S
134,0,MDG,Madagascar,ocer,S
134,139516.44594216347,MDG,Madagascar,pota,S
134,763471.9931824803,MDG,Madagascar,swpo,S
134,0,MDG,Madagascar,yams,S
134,1670285.3385192156,MDG,Madagascar,cass,S
134,157914.31686389446,MDG,Madagascar,orts,S
134,10184.98737886548,MDG,Madagascar,bean,S
134,0,MDG,Madagascar,chic,S
134,2440.5636577010155,MDG,Madagascar,cowp,S
134,0,MDG,Madagascar,pige,S
134,193.73698185384274,MDG,Madagascar,lent,S
134,3477.033625602722,MDG,Madagascar,opul,S
134,0,MDG,Madagascar,soyb,S
134,31161.60555548966,MDG,Madagascar,grou,S
134,0,MDG,Madagascar,cnut,S
134,0,MDG,Madagascar,oilp,S
134,0,MDG,Madagascar,sunf,S
134,0,MDG,Madagascar,rape,S
134,0,MDG,Madagascar,sesa,S
134,0,MDG,Madagascar,sugc,S
134,0,MDG,Madagascar,sugb,S
134,0,MDG,Madagascar,cott,S
134,0,MDG,Madagascar,acof,S
134,0,MDG,Madagascar,rcof,S
134,0,MDG,Madagascar,coco,S
134,0,MDG,Madagascar,teas,S
134,0,MDG,Madagascar,toba,S
134,107229.96026055515,MDG,Madagascar,bana,S
134,0,MDG,Madagascar,plnt,S
134,6639.112786620855,MDG,Madagascar,temf,S
134,0,MDG,Madagascar,ooil,S
134,0,MDG,Madagascar,ofib,S
134,249144.4883151576,MDG,Madagascar,trof,S
134,131931.0524546355,MDG,Madagascar,vege,S
134,802.5889363959432,MDG,Madagascar,tnut,S
134,0,MDG,Madagascar,othr,S
134,2824.592636793852,MDG,Madagascar,spis,S
134,0,MDG,Madagascar,whea,I
134,3231499.2997592688,MDG,Madagascar,rice,I
134,0,MDG,Madagascar,maiz,I
134,0,MDG,Madagascar,barl,I
134,0,MDG,Madagascar,pmil,I
134,0,MDG,Madagascar,smil,I
134,0,MDG,Madagascar,sorg,I
134,0,MDG,Madagascar,ocer,I
134,0,MDG,Madagascar,pota,I
134,0,MDG,Madagascar,swpo,I
134,0,MDG,Madagascar,yams,I
134,0,MDG,Madagascar,cass,I
134,0,MDG,Madagascar,orts,I
134,0,MDG,Madagascar,bean,I
134,0,MDG,Madagascar,chic,I
134,0,MDG,Madagascar,cowp,I
134,0,MDG,Madagascar,pige,I
134,0,MDG,Madagascar,lent,I
134,0,MDG,Madagascar,opul,I
134,0,MDG,Madagascar,soyb,I
134,0,MDG,Madagascar,grou,I
134,0,MDG,Madagascar,cnut,I
134,0,MDG,Madagascar,oilp,I
134,0,MDG,Madagascar,sunf,I
134,0,MDG,Madagascar,rape,I
134,0,MDG,Madagascar,sesa,I
134,1646027.9434174895,MDG,Madagascar,sugc,I
134,0,MDG,Madagascar,sugb,I
134,1982.684205636382,MDG,Madagascar,cott,I
134,0,MDG,Madagascar,acof,I
134,0,MDG,Madagascar,rcof,I
134,0,MDG,Madagascar,coco,I
134,0,MDG,Madagascar,teas,I
134,19.802606537938118,MDG,Madagascar,toba,I
134,0,MDG,Madagascar,bana,I
134,0,MDG,Madagascar,plnt,I
134,0,MDG,Madagascar,temf,I
134,0,MDG,Madagascar,ooil,I
134,3107.622696042061,MDG,Madagascar,ofib,I
134,0,MDG,Madagascar,trof,I
134,0,MDG,Madagascar,vege,I
134,119.68431597948074,MDG,Madagascar,tnut,I
134,0,MDG,Madagascar,othr,I
134,421.2111904621124,MDG,Madagascar,spis,I
134,804.8079107403755,MDG,Madagascar,whea,L
134,50126.35184647143,MDG,Madagascar,rice,L
134,40738.3062004745,MDG,Madagascar,maiz,L
134,0,MDG,Madagascar,barl,L
134,0,MDG,Madagascar,pmil,L
134,0,MDG,Madagascar,smil,L
134,158.2388912141323,MDG,Madagascar,sorg,L
134,0,MDG,Madagascar,ocer,L
134,109417.27570745349,MDG,Madagascar,pota,L
134,333953.3780852556,MDG,Madagascar,swpo,L
134,0,MDG,Madagascar,yams,L
134,981733.0397661328,MDG,Madagascar,cass,L
134,71250.66926359385,MDG,Madagascar,orts,L
134,22098.35412541032,MDG,Madagascar,bean,L
134,0,MDG,Madagascar,chic,L
134,3546.511171042919,MDG,Madagascar,cowp,L
134,0,MDG,Madagascar,pige,L
134,228.32529306411743,MDG,Madagascar,lent,L
134,11719.526350468397,MDG,Madagascar,opul,L
134,50.93617206811905,MDG,Madagascar,soyb,L
134,24940.48141759634,MDG,Madagascar,grou,L
134,27122.281396828592,MDG,Madagascar,cnut,L
134,0,MDG,Madagascar,oilp,L
134,0,MDG,Madagascar,sunf,L
134,0,MDG,Madagascar,rape,L
134,0,MDG,Madagascar,sesa,L
134,468353.67382252216,MDG,Madagascar,sugc,L
134,0,MDG,Madagascar,sugb,L
134,2416.5775722563267,MDG,Madagascar,cott,L
134,0,MDG,Madagascar,acof,L
134,29827.021687954664,MDG,Madagascar,rcof,L
134,5327.077774144709,MDG,Madagascar,coco,L
134,245.88062995672226,MDG,Madagascar,teas,L
134,843.288954347372,MDG,Madagascar,toba,L
134,110568.50302054733,MDG,Madagascar,bana,L
134,0,MDG,Madagascar,plnt,L
134,13866.737978748977,MDG,Madagascar,temf,L
134,1791.5703534781933,MDG,Madagascar,ooil,L
134,18602.22634832561,MDG,Madagascar,ofib,L
134,248511.84938021004,MDG,Madagascar,trof,L
134,70755.12242353708,MDG,Madagascar,vege,L
134,3831.083425898105,MDG,Madagascar,tnut,L
134,0,MDG,Madagascar,othr,L
134,13482.929605588317,MDG,Madagascar,spis,L
135,767.4041008502245,MWI,Malawi,whea,A
135,136118.15002492815,MWI,Malawi,rice,A
135,3595685.156864837,MWI,Malawi,maiz,A
135,0,MWI,Malawi,barl,A
135,95.20450568199158,MWI,Malawi,pmil,A
135,39879.79155921936,MWI,Malawi,smil,A
135,104292.46249096096,MWI,Malawi,sorg,A
135,7.800000190734863,MWI,Malawi,ocer,A
135,1182451.5927796066,MWI,Malawi,pota,A
135,2137.9448375701904,MWI,Malawi,swpo,A
135,0,MWI,Malawi,yams,A
135,4972895.312348366,MWI,Malawi,cass,A
135,12.559143006801605,MWI,Malawi,orts,A
135,212470.93050614,MWI,Malawi,bean,A
135,2036.4330363266636,MWI,Malawi,chic,A
135,51214.87452715635,MWI,Malawi,cowp,A
135,483069.38314919174,MWI,Malawi,pige,A
135,975.6875366270542,MWI,Malawi,lent,A
135,15524.986918568611,MWI,Malawi,opul,A
135,220972.80958023667,MWI,Malawi,soyb,A
135,384369.2691729963,MWI,Malawi,grou,A
135,20.799999713897705,MWI,Malawi,cnut,A
135,732.9000244140625,MWI,Malawi,oilp,A
135,22300.23394602537,MWI,Malawi,sunf,A
135,0,MWI,Malawi,rape,A
135,0,MWI,Malawi,sesa,A
135,3014383.3379787207,MWI,Malawi,sugc,A
135,0,MWI,Malawi,sugb,A
135,52593.7467481941,MWI,Malawi,cott,A
135,9138.200189471245,MWI,Malawi,acof,A
135,0,MWI,Malawi,rcof,A
135,305.5,MWI,Malawi,coco,A
135,47428.74368682504,MWI,Malawi,teas,A
135,88072.23408532143,MWI,Malawi,toba,A
135,437539.2955684662,MWI,Malawi,bana,A
135,379746.1461610794,MWI,Malawi,plnt,A
135,122749.13379846513,MWI,Malawi,temf,A
135,4116.494925066829,MWI,Malawi,ooil,A
135,135.00465482473373,MWI,Malawi,ofib,A
135,296552.8334944248,MWI,Malawi,trof,A
135,715797.3724245429,MWI,Malawi,vege,A
135,5926.853904157877,MWI,Malawi,tnut,A
135,0,MWI,Malawi,othr,A
135,2707.340620096773,MWI,Malawi,spis,A
135,0,MWI,Malawi,whea,H
135,19055.872305870056,MWI,Malawi,rice,H
135,1239447.8214773387,MWI,Malawi,maiz,H
135,0,MWI,Malawi,barl,H
135,31.687042593955994,MWI,Malawi,pmil,H
135,15046.756908774376,MWI,Malawi,smil,H
135,12.902339935302734,MWI,Malawi,sorg,H
135,1.2000000476837158,MWI,Malawi,ocer,H
135,409230.72887676954,MWI,Malawi,pota,H
135,42.53832745552063,MWI,Malawi,swpo,H
135,0,MWI,Malawi,yams,H
135,160.0625,MWI,Malawi,cass,H
135,0,MWI,Malawi,orts,H
135,116222.99601650238,MWI,Malawi,bean,H
135,1041.8381072031334,MWI,Malawi,chic,H
135,26956.130316138268,MWI,Malawi,cowp,H
135,252549.75847804546,MWI,Malawi,pige,H
135,511.76146607100964,MWI,Malawi,lent,H
135,8200.89605884254,MWI,Malawi,opul,H
135,355.6676379740238,MWI,Malawi,soyb,H
135,125054.39271827042,MWI,Malawi,grou,H
135,0,MWI,Malawi,cnut,H
135,571.79998779296875,MWI,Malawi,oilp,H
135,0,MWI,Malawi,sunf,H
135,0,MWI,Malawi,rape,H
135,0,MWI,Malawi,sesa,H
135,0,MWI,Malawi,sugc,H
135,0,MWI,Malawi,sugb,H
135,365.29836082458496,MWI,Malawi,cott,H
135,4776.374061971903,MWI,Malawi,acof,H
135,0,MWI,Malawi,rcof,H
135,138.8000030517578,MWI,Malawi,coco,H
135,16581.530021309853,MWI,Malawi,teas,H
135,47254.2932305485,MWI,Malawi,toba,H
135,96.8490982055664,MWI,Malawi,bana,H
135,0,MWI,Malawi,plnt,H
135,69383.40860828757,MWI,Malawi,temf,H
135,0,MWI,Malawi,ooil,H
135,0,MWI,Malawi,ofib,H
135,134.36610412597656,MWI,Malawi,trof,H
135,406517.5058655739,MWI,Malawi,vege,H
135,3349.9641738831997,MWI,Malawi,tnut,H
135,0,MWI,Malawi,othr,H
135,1530.2375020310283,MWI,Malawi,spis,H
135,694.6544225811958,MWI,Malawi,whea,S
135,36030.31084384024,MWI,Malawi,rice,S
135,2033841.8745853454,MWI,Malawi,maiz,S
135,0,MWI,Malawi,barl,S
135,49.17943596839905,MWI,Malawi,pmil,S
135,21191.46225607395,MWI,Malawi,smil,S
135,92285.41085617244,MWI,Malawi,sorg,S
135,5.599999904632568,MWI,Malawi,ocer,S
135,375445.9884669781,MWI,Malawi,pota,S
135,1768.133501380682,MWI,Malawi,swpo,S
135,0,MWI,Malawi,yams,S
135,1848953.7261416912,MWI,Malawi,cass,S
135,12.559143006801605,MWI,Malawi,orts,S
135,71894.34811767936,MWI,Malawi,bean,S
135,379.8921311313752,MWI,Malawi,chic,S
135,8878.690172314644,MWI,Malawi,cowp,S
135,84363.21844266355,MWI,Malawi,pige,S
135,165.64930985867977,MWI,Malawi,lent,S
135,2622.665738299489,MWI,Malawi,opul,S
135,22050.540831267834,MWI,Malawi,soyb,S
135,161022.71762248874,MWI,Malawi,grou,S
135,0,MWI,Malawi,cnut,S
135,0,MWI,Malawi,oilp,S
135,0,MWI,Malawi,sunf,S
135,0,MWI,Malawi,rape,S
135,0,MWI,Malawi,sesa,S
135,0,MWI,Malawi,sugc,S
135,0,MWI,Malawi,sugb,S
135,0,MWI,Malawi,cott,S
135,0,MWI,Malawi,acof,S
135,0,MWI,Malawi,rcof,S
135,0,MWI,Malawi,coco,S
135,0,MWI,Malawi,teas,S
135,0,MWI,Malawi,toba,S
135,385473.7901649475,MWI,Malawi,bana,S
135,335078.50784015656,MWI,Malawi,plnt,S
135,17269.13085001707,MWI,Malawi,temf,S
135,0,MWI,Malawi,ooil,S
135,0,MWI,Malawi,ofib,S
135,249815.3480911255,MWI,Malawi,trof,S
135,202980.51688331366,MWI,Malawi,vege,S
135,845.4678622484207,MWI,Malawi,tnut,S
135,0,MWI,Malawi,othr,S
135,386.20312509313226,MWI,Malawi,spis,S
135,0,MWI,Malawi,whea,I
135,55123.241527445614,MWI,Malawi,rice,I
135,0.5065405964851379,MWI,Malawi,maiz,I
135,0,MWI,Malawi,barl,I
135,0,MWI,Malawi,pmil,I
135,0,MWI,Malawi,smil,I
135,0,MWI,Malawi,sorg,I
135,0,MWI,Malawi,ocer,I
135,0,MWI,Malawi,pota,I
135,0,MWI,Malawi,swpo,I
135,0,MWI,Malawi,yams,I
135,0,MWI,Malawi,cass,I
135,0,MWI,Malawi,orts,I
135,0,MWI,Malawi,bean,I
135,0,MWI,Malawi,chic,I
135,0,MWI,Malawi,cowp,I
135,0,MWI,Malawi,pige,I
135,0,MWI,Malawi,lent,I
135,0,MWI,Malawi,opul,I
135,0,MWI,Malawi,soyb,I
135,0,MWI,Malawi,grou,I
135,0,MWI,Malawi,cnut,I
135,0,MWI,Malawi,oilp,I
135,0,MWI,Malawi,sunf,I
135,0,MWI,Malawi,rape,I
135,0,MWI,Malawi,sesa,I
135,3014383.3379787207,MWI,Malawi,sugc,I
135,0,MWI,Malawi,sugb,I
135,0,MWI,Malawi,cott,I
135,0,MWI,Malawi,acof,I
135,0,MWI,Malawi,rcof,I
135,0,MWI,Malawi,coco,I
135,0,MWI,Malawi,teas,I
135,0.19191080331802368,MWI,Malawi,toba,I
135,0,MWI,Malawi,bana,I
135,0,MWI,Malawi,plnt,I
135,0,MWI,Malawi,temf,I
135,0,MWI,Malawi,ooil,I
135,0,MWI,Malawi,ofib,I
135,2.2773916721343994,MWI,Malawi,trof,I
135,0,MWI,Malawi,vege,I
135,0,MWI,Malawi,tnut,I
135,0,MWI,Malawi,othr,I
135,0,MWI,Malawi,spis,I
135,72.68603266775608,MWI,Malawi,whea,L
135,25913.67272745818,MWI,Malawi,rice,L
135,322396.68213012815,MWI,Malawi,maiz,L
135,0,MWI,Malawi,barl,L
135,14.768169403076172,MWI,Malawi,pmil,L
135,3642.5760612487793,MWI,Malawi,smil,L
135,11990.295401409268,MWI,Malawi,sorg,L
135,1,MWI,Malawi,ocer,L
135,397775.50582843274,MWI,Malawi,pota,L
135,327.7026621103287,MWI,Malawi,swpo,L
135,0,MWI,Malawi,yams,L
135,3123783.760029614,MWI,Malawi,cass,L
135,0,MWI,Malawi,orts,L
135,24350.618466705084,MWI,Malawi,bean,L
135,614.5824525989592,MWI,Malawi,chic,L
135,15378.409039199352,MWI,Malawi,cowp,L
135,146155.1859627217,MWI,Malawi,pige,L
135,295.4220794439316,MWI,Malawi,lent,L
135,4697.804717063904,MWI,Malawi,opul,L
135,198560.63122564554,MWI,Malawi,soyb,L
135,98286.96549282968,MWI,Malawi,grou,L
135,20.799999713897705,MWI,Malawi,cnut,L
135,161.10000610351562,MWI,Malawi,oilp,L
135,22300.23394602537,MWI,Malawi,sunf,L
135,0,MWI,Malawi,rape,L
135,0,MWI,Malawi,sesa,L
135,0,MWI,Malawi,sugc,L
135,0,MWI,Malawi,sugb,L
135,52228.54968474805,MWI,Malawi,cott,L
135,4361.4229065179825,MWI,Malawi,acof,L
135,0,MWI,Malawi,rcof,L
135,166.6999969482422,MWI,Malawi,coco,L
135,30847.213662594557,MWI,Malawi,teas,L
135,40818.228508636355,MWI,Malawi,toba,L
135,51968.764550328255,MWI,Malawi,bana,L
135,44667.854159235954,MWI,Malawi,plnt,L
135,36097.44444228709,MWI,Malawi,temf,L
135,4116.494925066829,MWI,Malawi,ooil,L
135,135.00465482473373,MWI,Malawi,ofib,L
135,46602.55032750964,MWI,Malawi,trof,L
135,106298.16496104002,MWI,Malawi,vege,L
135,1740.5274841189384,MWI,Malawi,tnut,L
135,0,MWI,Malawi,othr,L
135,795.0593764260411,MWI,Malawi,spis,L
136,0,MYS,Malaysia,whea,A
136,2958188.0203783214,MYS,Malaysia,rice,A
136,73989.29434663057,MYS,Malaysia,maiz,A
136,0,MYS,Malaysia,barl,A
136,0,MYS,Malaysia,pmil,A
136,0,MYS,Malaysia,smil,A
136,0,MYS,Malaysia,sorg,A
136,0,MYS,Malaysia,ocer,A
136,0,MYS,Malaysia,pota,A
136,37185.4429769218,MYS,Malaysia,swpo,A
136,0,MYS,Malaysia,yams,A
136,55849.83188061416,MYS,Malaysia,cass,A
136,5607.827100664377,MYS,Malaysia,orts,A
136,1.400000013411045,MYS,Malaysia,bean,A
136,0,MYS,Malaysia,chic,A
136,0,MYS,Malaysia,cowp,A
136,0,MYS,Malaysia,pige,A
136,0,MYS,Malaysia,lent,A
136,10.5,MYS,Malaysia,opul,A
136,3.100000038743019,MYS,Malaysia,soyb,A
136,233.27127850800753,MYS,Malaysia,grou,A
136,492055.4946490824,MYS,Malaysia,cnut,A
136,108090301.17448233,MYS,Malaysia,oilp,A
136,0,MYS,Malaysia,sunf,A
136,0,MYS,Malaysia,rape,A
136,0,MYS,Malaysia,sesa,A
136,37107.5818195343,MYS,Malaysia,sugc,A
136,0,MYS,Malaysia,sugb,A
136,2.5999999046325684,MYS,Malaysia,cott,A
136,412.1869282796979,MYS,Malaysia,acof,A
136,7703.035744138062,MYS,Malaysia,rcof,A
136,838.7329482836649,MYS,Malaysia,coco,A
136,7646.428506106138,MYS,Malaysia,teas,A
136,1833.3180609494448,MYS,Malaysia,toba,A
136,322100.916264236,MYS,Malaysia,bana,A
136,0,MYS,Malaysia,plnt,A
136,110402.34352572262,MYS,Malaysia,temf,A
136,183892.82743307948,MYS,Malaysia,ooil,A
136,2948.293450817466,MYS,Malaysia,ofib,A
136,804981.9119029269,MYS,Malaysia,trof,A
136,1181791.9184765816,MYS,Malaysia,vege,A
136,16551.161654255702,MYS,Malaysia,tnut,A
136,732795.5804179087,MYS,Malaysia,othr,A
136,47594.11938026827,MYS,Malaysia,spis,A
136,0,MYS,Malaysia,whea,H
136,907815.3126365244,MYS,Malaysia,rice,H
136,69952.7246209383,MYS,Malaysia,maiz,H
136,0,MYS,Malaysia,barl,H
136,0,MYS,Malaysia,pmil,H
136,0,MYS,Malaysia,smil,H
136,0,MYS,Malaysia,sorg,H
136,0,MYS,Malaysia,ocer,H
136,0,MYS,Malaysia,pota,H
136,0,MYS,Malaysia,swpo,H
136,0,MYS,Malaysia,yams,H
136,40156.368568331,MYS,Malaysia,cass,H
136,4123.360898137093,MYS,Malaysia,orts,H
136,0,MYS,Malaysia,bean,H
136,0,MYS,Malaysia,chic,H
136,0,MYS,Malaysia,cowp,H
136,0,MYS,Malaysia,pige,H
136,0,MYS,Malaysia,lent,H
136,6.800000190734863,MYS,Malaysia,opul,H
136,0.5000000074505806,MYS,Malaysia,soyb,H
136,129.22629656642675,MYS,Malaysia,grou,H
136,482717.2717832178,MYS,Malaysia,cnut,H
136,105374768.30814035,MYS,Malaysia,oilp,H
136,0,MYS,Malaysia,sunf,H
136,0,MYS,Malaysia,rape,H
136,0,MYS,Malaysia,sesa,H
136,0,MYS,Malaysia,sugc,H
136,0,MYS,Malaysia,sugb,H
136,2.299999952316284,MYS,Malaysia,cott,H
136,299.97334472090006,MYS,Malaysia,acof,H
136,5462.981051944196,MYS,Malaysia,rcof,H
136,603.122578854207,MYS,Malaysia,coco,H
136,5784.147116940469,MYS,Malaysia,teas,H
136,1293.3340911343694,MYS,Malaysia,toba,H
136,0,MYS,Malaysia,bana,H
136,0,MYS,Malaysia,plnt,H
136,63481.032495975494,MYS,Malaysia,temf,H
136,179274.2861301601,MYS,Malaysia,ooil,H
136,2948.2109672278166,MYS,Malaysia,ofib,H
136,0,MYS,Malaysia,trof,H
136,657.4775786399841,MYS,Malaysia,vege,H
136,9114.234917341499,MYS,Malaysia,tnut,H
136,403528.83937469125,MYS,Malaysia,othr,H
136,26208.673051460646,MYS,Malaysia,spis,H
136,0,MYS,Malaysia,whea,S
136,73696.47340846062,MYS,Malaysia,rice,S
136,3874.5336465239525,MYS,Malaysia,maiz,S
136,0,MYS,Malaysia,barl,S
136,0,MYS,Malaysia,pmil,S
136,0,MYS,Malaysia,smil,S
136,0,MYS,Malaysia,sorg,S
136,0,MYS,Malaysia,ocer,S
136,0,MYS,Malaysia,pota,S
136,18386.174409419298,MYS,Malaysia,swpo,S
136,0,MYS,Malaysia,yams,S
136,15680.617872193456,MYS,Malaysia,cass,S
136,1451.9965273439884,MYS,Malaysia,orts,S
136,1.1000000014901161,MYS,Malaysia,bean,S
136,0,MYS,Malaysia,chic,S
136,0,MYS,Malaysia,cowp,S
136,0,MYS,Malaysia,pige,S
136,0,MYS,Malaysia,lent,S
136,3.700000047683716,MYS,Malaysia,opul,S
136,0.30000000447034836,MYS,Malaysia,soyb,S
136,55.544636867940426,MYS,Malaysia,grou,S
136,9357.509354501963,MYS,Malaysia,cnut,S
136,2715538.0214748234,MYS,Malaysia,oilp,S
136,0,MYS,Malaysia,sunf,S
136,0,MYS,Malaysia,rape,S
136,0,MYS,Malaysia,sesa,S
136,10.654146194458008,MYS,Malaysia,sugc,S
136,0,MYS,Malaysia,sugb,S
136,0,MYS,Malaysia,cott,S
136,19.747944988310337,MYS,Malaysia,acof,S
136,448.54577443003654,MYS,Malaysia,rcof,S
136,52.929016194306314,MYS,Malaysia,coco,S
136,456.16552597284317,MYS,Malaysia,teas,S
136,100.438053175807,MYS,Malaysia,toba,S
136,25815.113518714905,MYS,Malaysia,bana,S
136,0,MYS,Malaysia,plnt,S
136,13614.182117298245,MYS,Malaysia,temf,S
136,4618.543397694826,MYS,Malaysia,ooil,S
136,0,MYS,Malaysia,ofib,S
136,57302.66693343967,MYS,Malaysia,trof,S
136,171.61505675315857,MYS,Malaysia,vege,S
136,2152.771992181428,MYS,Malaysia,tnut,S
136,95313.05626648664,MYS,Malaysia,othr,S
136,6190.459000097588,MYS,Malaysia,spis,S
136,0,MYS,Malaysia,whea,I
136,1976677.3028581142,MYS,Malaysia,rice,I
136,135.66507530212402,MYS,Malaysia,maiz,I
136,0,MYS,Malaysia,barl,I
136,0,MYS,Malaysia,pmil,I
136,0,MYS,Malaysia,smil,I
136,0,MYS,Malaysia,sorg,I
136,0,MYS,Malaysia,ocer,I
136,0,MYS,Malaysia,pota,I
136,0,MYS,Malaysia,swpo,I
136,0,MYS,Malaysia,yams,I
136,0,MYS,Malaysia,cass,I
136,0,MYS,Malaysia,orts,I
136,0.30000001192092896,MYS,Malaysia,bean,I
136,0,MYS,Malaysia,chic,I
136,0,MYS,Malaysia,cowp,I
136,0,MYS,Malaysia,pige,I
136,0,MYS,Malaysia,lent,I
136,0,MYS,Malaysia,opul,I
136,1.7999999821186066,MYS,Malaysia,soyb,I
136,0,MYS,Malaysia,grou,I
136,0,MYS,Malaysia,cnut,I
136,0,MYS,Malaysia,oilp,I
136,0,MYS,Malaysia,sunf,I
136,0,MYS,Malaysia,rape,I
136,0,MYS,Malaysia,sesa,I
136,0,MYS,Malaysia,sugc,I
136,0,MYS,Malaysia,sugb,I
136,0,MYS,Malaysia,cott,I
136,0,MYS,Malaysia,acof,I
136,0,MYS,Malaysia,rcof,I
136,0,MYS,Malaysia,coco,I
136,0,MYS,Malaysia,teas,I
136,20.967738725245,MYS,Malaysia,toba,I
136,0,MYS,Malaysia,bana,I
136,0,MYS,Malaysia,plnt,I
136,0,MYS,Malaysia,temf,I
136,0,MYS,Malaysia,ooil,I
136,0,MYS,Malaysia,ofib,I
136,0,MYS,Malaysia,trof,I
136,1180792.0158380568,MYS,Malaysia,vege,I
136,219.021621140535,MYS,Malaysia,tnut,I
136,9697.088302336633,MYS,Malaysia,othr,I
136,629.8132700584829,MYS,Malaysia,spis,I
136,0,MYS,Malaysia,whea,L
136,0,MYS,Malaysia,rice,L
136,0,MYS,Malaysia,maiz,L
136,0,MYS,Malaysia,barl,L
136,0,MYS,Malaysia,pmil,L
136,0,MYS,Malaysia,smil,L
136,0,MYS,Malaysia,sorg,L
136,0,MYS,Malaysia,ocer,L
136,0,MYS,Malaysia,pota,L
136,18799.447308152914,MYS,Malaysia,swpo,L
136,0,MYS,Malaysia,yams,L
136,17.126888394355774,MYS,Malaysia,cass,L
136,32.750745832920074,MYS,Malaysia,orts,L
136,0,MYS,Malaysia,bean,L
136,0,MYS,Malaysia,chic,L
136,0,MYS,Malaysia,cowp,L
136,0,MYS,Malaysia,pige,L
136,0,MYS,Malaysia,lent,L
136,0,MYS,Malaysia,opul,L
136,0.5000000149011612,MYS,Malaysia,soyb,L
136,47.36678169667721,MYS,Malaysia,grou,L
136,6.679903030395508,MYS,Malaysia,cnut,L
136,0,MYS,Malaysia,oilp,L
136,0,MYS,Malaysia,sunf,L
136,0,MYS,Malaysia,rape,L
136,0,MYS,Malaysia,sesa,L
136,37096.927673339844,MYS,Malaysia,sugc,L
136,0,MYS,Malaysia,sugb,L
136,0.30000001192092896,MYS,Malaysia,cott,L
136,92.51706472784281,MYS,Malaysia,acof,L
136,1799.1200875639915,MYS,Malaysia,rcof,L
136,184.47589416382834,MYS,Malaysia,coco,L
136,1408.4307836592197,MYS,Malaysia,teas,L
136,419.54890201985836,MYS,Malaysia,toba,L
136,296297.92044869065,MYS,Malaysia,bana,L
136,0,MYS,Malaysia,plnt,L
136,33307.23836827278,MYS,Malaysia,temf,L
136,0,MYS,Malaysia,ooil,L
136,0.08248358964920044,MYS,Malaysia,ofib,L
136,747680.0822221339,MYS,Malaysia,trof,L
136,171.07834404706955,MYS,Malaysia,vege,L
136,5065.361009932356,MYS,Malaysia,tnut,L
136,224266.68403939903,MYS,Malaysia,othr,L
136,14565.829294079915,MYS,Malaysia,spis,L
137,0,MDV,Maldives,whea,A
137,0,MDV,Maldives,rice,A
137,0,MDV,Maldives,maiz,A
137,0,MDV,Maldives,barl,A
137,0,MDV,Maldives,pmil,A
