Country,Species,Production_system,Herd_type,Variable,Unit,Value
Venezuela,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Venezuela,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1767675.306453083
Viet_Nam,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,545556.8457878291
Viet_Nam,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,1225971298.503151
Viet_Nam,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,1225971298.503151
Viet_Nam,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Viet_Nam,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,35120.38017441532
Viet_Nam,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,96072605.59935744
Viet_Nam,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,96072605.59935744
Viet_Nam,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Viet_Nam,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,510436.4656134138
Viet_Nam,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,1129898692.9037936
Viet_Nam,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,1129898692.9037936
Viet_Nam,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Viet_Nam,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,253084.80912476373
Viet_Nam,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,564846160.4058882
Viet_Nam,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,552613853.3126022
Viet_Nam,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,12232307.093286071
Viet_Nam,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Viet_Nam,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Viet_Nam,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Viet_Nam,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Viet_Nam,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,253084.80912476373
Viet_Nam,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,564846160.4058882
Viet_Nam,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,552613853.3126022
Viet_Nam,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,12232307.093286071
Viet_Nam,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,17664.785095688992
Viet_Nam,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,4077844.7652330236
Viet_Nam,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,3980213.4133060616
Viet_Nam,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,97631.35192696204
Viet_Nam,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Viet_Nam,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Viet_Nam,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Viet_Nam,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Viet_Nam,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,17664.785095688992
Viet_Nam,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,4077844.7652330236
Viet_Nam,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,3980213.4133060616
Viet_Nam,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,97631.35192696204
Viet_Nam,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,324162.48855557694
Viet_Nam,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,87150254.3998294
Viet_Nam,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,85071836.06837262
Viet_Nam,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,2078418.3314567741
Viet_Nam,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Viet_Nam,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Viet_Nam,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Viet_Nam,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Viet_Nam,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,324162.48855557694
Viet_Nam,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,87150254.3998294
Viet_Nam,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,85071836.06837262
Viet_Nam,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Viet_Nam,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,2078418.3314567741
Wake_Island,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Wake_Island,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Wake_Island,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Wake_Island,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Wake_Island,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Wake_Island,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Wake_Island,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Wake_Island,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Wake_Island,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Wake_Island,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Wake_Island,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Wake_Island,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Wake_Island,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Wake_Island,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wake_Island,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Wake_Island,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Wake_Island,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wake_Island,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wake_Island,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Wallis_and_Futuna,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Wallis_and_Futuna,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
West_Bank,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,12573.358823379001
West_Bank,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,33863829.40495431
West_Bank,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,33863829.40495431
West_Bank,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
West_Bank,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,12573.358823379001
West_Bank,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,33863829.40495431
West_Bank,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,33863829.40495431
West_Bank,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
West_Bank,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
West_Bank,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
West_Bank,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
West_Bank,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
West_Bank,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
West_Bank,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
West_Bank,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
West_Bank,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,398735.4639427676
West_Bank,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,131116171.43350714
West_Bank,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,126420384.17089115
West_Bank,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,4695787.262616
West_Bank,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,398735.4639427676
West_Bank,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,131116171.43350714
West_Bank,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,126420384.17089115
West_Bank,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,4695787.262616
West_Bank,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
West_Bank,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
West_Bank,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
West_Bank,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
West_Bank,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,227088.45666069217
West_Bank,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,67073388.26902541
West_Bank,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,64470858.962696105
West_Bank,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,2602529.3063293044
West_Bank,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,227088.45666069217
West_Bank,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,67073388.26902541
West_Bank,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,64470858.962696105
West_Bank,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,2602529.3063293044
West_Bank,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
West_Bank,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
West_Bank,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
West_Bank,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
West_Bank,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Western_Sahara,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Western_Sahara,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Western_Sahara,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Western_Sahara,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Western_Sahara,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Western_Sahara,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Western_Sahara,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Western_Sahara,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,33017.83407842598
Western_Sahara,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,7270968.407137835
