nutrient,rate,split_rest_names,iso3c
P2O5,2,ocer,LKA
P2O5,2,ocer,SDN
P2O5,2,ocer,SUR
P2O5,2,ocer,SWZ
P2O5,2,ocer,CHE
P2O5,2,ocer,SYR
P2O5,2,ocer,TWN
P2O5,2,ocer,TJK
P2O5,2,ocer,TZA
P2O5,2,ocer,TLS
P2O5,2,ocer,TGO
P2O5,2,ocer,TKL
P2O5,2,ocer,TON
P2O5,2,ocer,TTO
P2O5,2,ocer,TUN
P2O5,2,ocer,TKM
P2O5,2,ocer,TCA
P2O5,2,ocer,TUV
P2O5,2,ocer,UGA
P2O5,2,ocer,ARE
P2O5,2,ocer,URY
P2O5,2,ocer,VUT
P2O5,2,ocer,VEN
P2O5,2,ocer,VIR
P2O5,2,ocer,WLF
P2O5,2,ocer,ESH
P2O5,2,ocer,YEM
P2O5,2,ocer,ZMB
P2O5,2,ocer,ZWE
P2O5,2,pmil,AFG
P2O5,2,pmil,ALB
P2O5,2,pmil,DZA
P2O5,2,pmil,ASM
P2O5,2,pmil,AND
P2O5,2,pmil,AGO
P2O5,2,pmil,AIA
P2O5,2,pmil,ATG
P2O5,2,pmil,ARM
P2O5,2,pmil,ABW
P2O5,2,pmil,AZE
P2O5,2,pmil,BHS
P2O5,2,pmil,BHR
P2O5,2,pmil,BRB
P2O5,2,pmil,BLZ
P2O5,2,pmil,BEN
P2O5,2,pmil,BMU
P2O5,2,pmil,BTN
P2O5,2,pmil,BOL
P2O5,2,pmil,BES
P2O5,2,pmil,BIH
P2O5,2,pmil,BWA
P2O5,2,pmil,IOT
P2O5,2,pmil,VGB
P2O5,2,pmil,BRN
P2O5,2,pmil,BFA
P2O5,2,pmil,BDI
P2O5,2,pmil,KHM
P2O5,2,pmil,CMR
P2O5,2,pmil,CPV
P2O5,2,pmil,CYM
P2O5,2,pmil,CAF
P2O5,2,pmil,TCD
P2O5,2,pmil,CXR
P2O5,2,pmil,CCK
P2O5,2,pmil,COL
P2O5,2,pmil,COM
P2O5,2,pmil,COK
P2O5,2,pmil,CRI
P2O5,2,pmil,CIV
P2O5,2,pmil,CUB
P2O5,2,pmil,CUW
P2O5,2,pmil,COD
P2O5,2,pmil,DJI
P2O5,2,pmil,DOM
P2O5,2,pmil,DMA
P2O5,2,pmil,ECU
P2O5,2,pmil,SLV
P2O5,2,pmil,GNQ
P2O5,2,pmil,ERI
P2O5,2,pmil,ETH
P2O5,2,pmil,FLK
P2O5,2,pmil,FJI
P2O5,2,pmil,GUF
P2O5,2,pmil,PYF
P2O5,2,pmil,GAB
P2O5,2,pmil,GMB
P2O5,2,pmil,GEO
P2O5,2,pmil,GHA
P2O5,2,pmil,GRL
P2O5,2,pmil,GRD
P2O5,2,pmil,GLP
P2O5,2,pmil,GUM
P2O5,2,pmil,GTM
P2O5,2,pmil,GNB
P2O5,2,pmil,GIN
P2O5,2,pmil,GUY
P2O5,2,pmil,HTI
P2O5,2,pmil,HND
P2O5,2,pmil,ISL
P2O5,2,pmil,IRQ
P2O5,2,pmil,IMN
P2O5,2,pmil,ISR
P2O5,2,pmil,JAM
P2O5,2,pmil,JEY
P2O5,2,pmil,JOR
P2O5,2,pmil,KAZ
P2O5,2,pmil,KEN
P2O5,2,pmil,KIR
P2O5,2,pmil,XKO
P2O5,2,pmil,KWT
P2O5,2,pmil,KGZ
P2O5,2,pmil,LAO
P2O5,2,pmil,LBN
P2O5,2,pmil,LSO
P2O5,2,pmil,LBR
P2O5,2,pmil,LBY
P2O5,2,pmil,LIE
P2O5,2,pmil,MKD
P2O5,2,pmil,MDG
P2O5,2,pmil,MWI
P2O5,2,pmil,MDV
P2O5,2,pmil,MLI
P2O5,2,pmil,MHL
P2O5,2,pmil,MTQ
P2O5,2,pmil,MRT
P2O5,2,pmil,MUS
P2O5,2,pmil,MYT
P2O5,2,pmil,FSM
P2O5,2,pmil,MDA
P2O5,2,pmil,MCO
P2O5,2,pmil,MNG
P2O5,2,pmil,MNE
P2O5,2,pmil,MSR
P2O5,2,pmil,MOZ
P2O5,2,pmil,MMR
P2O5,2,pmil,"NAM"
P2O5,2,pmil,NRU
P2O5,2,pmil,NPL
P2O5,2,pmil,NCL
P2O5,2,pmil,NIC
P2O5,2,pmil,NER
P2O5,2,pmil,NGA
P2O5,2,pmil,NIU
P2O5,2,pmil,NFK
P2O5,2,pmil,PRK
P2O5,2,pmil,MNP
P2O5,2,pmil,NOR
P2O5,2,pmil,OMN
P2O5,2,pmil,PLW
P2O5,2,pmil,PSE
P2O5,2,pmil,PAN
P2O5,2,pmil,PNG
P2O5,2,pmil,PRY
P2O5,2,pmil,PER
P2O5,2,pmil,PCN
P2O5,2,pmil,XMI
P2O5,2,pmil,PRI
P2O5,2,pmil,QAT
P2O5,2,pmil,COG
P2O5,2,pmil,REU
P2O5,2,pmil,RWA
P2O5,2,pmil,BLM
P2O5,2,pmil,MAF
P2O5,2,pmil,SHN
P2O5,2,pmil,KNA
P2O5,2,pmil,LCA
P2O5,2,pmil,SPM
P2O5,2,pmil,VCT
P2O5,2,pmil,WSM
P2O5,2,pmil,SMR
P2O5,2,pmil,STP
P2O5,2,pmil,SAU
P2O5,2,pmil,SEN
P2O5,2,pmil,SRB
P2O5,2,pmil,SYC
P2O5,2,pmil,SLE
P2O5,2,pmil,SGP
P2O5,2,pmil,SXM
P2O5,2,pmil,SLB
P2O5,2,pmil,SOM
P2O5,2,pmil,KOR
P2O5,2,pmil,SSD
P2O5,2,pmil,LKA
P2O5,2,pmil,SDN
P2O5,2,pmil,SUR
P2O5,2,pmil,SWZ
P2O5,2,pmil,CHE
P2O5,2,pmil,SYR
P2O5,2,pmil,TWN
P2O5,2,pmil,TJK
P2O5,2,pmil,TZA
P2O5,2,pmil,TLS
P2O5,2,pmil,TGO
P2O5,2,pmil,TKL
P2O5,2,pmil,TON
P2O5,2,pmil,TTO
P2O5,2,pmil,TUN
P2O5,2,pmil,TKM
P2O5,2,pmil,TCA
P2O5,2,pmil,TUV
P2O5,2,pmil,UGA
P2O5,2,pmil,ARE
P2O5,2,pmil,URY
P2O5,2,pmil,VUT
P2O5,2,pmil,VEN
P2O5,2,pmil,VIR
P2O5,2,pmil,WLF
P2O5,2,pmil,ESH
P2O5,2,pmil,YEM
P2O5,2,pmil,ZMB
P2O5,2,pmil,ZWE
P2O5,2,smil,AFG
P2O5,2,smil,ALB
P2O5,2,smil,DZA
P2O5,2,smil,ASM
P2O5,2,smil,AND
P2O5,2,smil,AGO
P2O5,2,smil,AIA
P2O5,2,smil,ATG
P2O5,2,smil,ARM
P2O5,2,smil,ABW
P2O5,2,smil,AZE
P2O5,2,smil,BHS
P2O5,2,smil,BHR
P2O5,2,smil,BRB
P2O5,2,smil,BLZ
P2O5,2,smil,BEN
P2O5,2,smil,BMU
P2O5,2,smil,BTN
P2O5,2,smil,BOL
P2O5,2,smil,BES
P2O5,2,smil,BIH
P2O5,2,smil,BWA
P2O5,2,smil,IOT
P2O5,2,smil,VGB
P2O5,2,smil,BRN
P2O5,2,smil,BFA
P2O5,2,smil,BDI
P2O5,2,smil,KHM
P2O5,2,smil,CMR
P2O5,2,smil,CPV
P2O5,2,smil,CYM
P2O5,2,smil,CAF
P2O5,2,smil,TCD
P2O5,2,smil,CXR
P2O5,2,smil,CCK
P2O5,2,smil,COL
P2O5,2,smil,COM
P2O5,2,smil,COK
P2O5,2,smil,CRI
P2O5,2,smil,CIV
P2O5,2,smil,CUB
P2O5,2,smil,CUW
P2O5,2,smil,COD
P2O5,2,smil,DJI
P2O5,2,smil,DOM
P2O5,2,smil,DMA
P2O5,2,smil,ECU
P2O5,2,smil,SLV
P2O5,2,smil,GNQ
P2O5,2,smil,ERI
P2O5,2,smil,ETH
P2O5,2,smil,FLK
P2O5,2,smil,FJI
P2O5,2,smil,GUF
P2O5,2,smil,PYF
P2O5,2,smil,GAB
P2O5,2,smil,GMB
P2O5,2,smil,GEO
P2O5,2,smil,GHA
P2O5,2,smil,GRL
P2O5,2,smil,GRD
P2O5,2,smil,GLP
P2O5,2,smil,GUM
P2O5,2,smil,GTM
P2O5,2,smil,GNB
P2O5,2,smil,GIN
P2O5,2,smil,GUY
P2O5,2,smil,HTI
P2O5,2,smil,HND
P2O5,2,smil,ISL
P2O5,2,smil,IRQ
P2O5,2,smil,IMN
P2O5,2,smil,ISR
P2O5,2,smil,JAM
P2O5,2,smil,JEY
P2O5,2,smil,JOR
P2O5,2,smil,KAZ
P2O5,2,smil,KEN
P2O5,2,smil,KIR
P2O5,2,smil,XKO
P2O5,2,smil,KWT
P2O5,2,smil,KGZ
P2O5,2,smil,LAO
P2O5,2,smil,LBN
P2O5,2,smil,LSO
P2O5,2,smil,LBR
P2O5,2,smil,LBY
P2O5,2,smil,LIE
P2O5,2,smil,MKD
P2O5,2,smil,MDG
P2O5,2,smil,MWI
P2O5,2,smil,MDV
P2O5,2,smil,MLI
P2O5,2,smil,MHL
P2O5,2,smil,MTQ
P2O5,2,smil,MRT
P2O5,2,smil,MUS
P2O5,2,smil,MYT
P2O5,2,smil,FSM
P2O5,2,smil,MDA
P2O5,2,smil,MCO
P2O5,2,smil,MNG
P2O5,2,smil,MNE
P2O5,2,smil,MSR
P2O5,2,smil,MOZ
P2O5,2,smil,MMR
P2O5,2,smil,"NAM"
P2O5,2,smil,NRU
P2O5,2,smil,NPL
P2O5,2,smil,NCL
P2O5,2,smil,NIC
P2O5,2,smil,NER
P2O5,2,smil,NGA
P2O5,2,smil,NIU
P2O5,2,smil,NFK
P2O5,2,smil,PRK
P2O5,2,smil,MNP
P2O5,2,smil,NOR
P2O5,2,smil,OMN
P2O5,2,smil,PLW
P2O5,2,smil,PSE
P2O5,2,smil,PAN
P2O5,2,smil,PNG
P2O5,2,smil,PRY
P2O5,2,smil,PER
P2O5,2,smil,PCN
P2O5,2,smil,XMI
P2O5,2,smil,PRI
P2O5,2,smil,QAT
P2O5,2,smil,COG
P2O5,2,smil,REU
P2O5,2,smil,RWA
P2O5,2,smil,BLM
P2O5,2,smil,MAF
P2O5,2,smil,SHN
P2O5,2,smil,KNA
P2O5,2,smil,LCA
P2O5,2,smil,SPM
P2O5,2,smil,VCT
P2O5,2,smil,WSM
P2O5,2,smil,SMR
P2O5,2,smil,STP
P2O5,2,smil,SAU
P2O5,2,smil,SEN
P2O5,2,smil,SRB
P2O5,2,smil,SYC
P2O5,2,smil,SLE
P2O5,2,smil,SGP
P2O5,2,smil,SXM
P2O5,2,smil,SLB
P2O5,2,smil,SOM
P2O5,2,smil,KOR
P2O5,2,smil,SSD
P2O5,2,smil,LKA
P2O5,2,smil,SDN
P2O5,2,smil,SUR
P2O5,2,smil,SWZ
P2O5,2,smil,CHE
P2O5,2,smil,SYR
P2O5,2,smil,TWN
P2O5,2,smil,TJK
P2O5,2,smil,TZA
P2O5,2,smil,TLS
P2O5,2,smil,TGO
P2O5,2,smil,TKL
P2O5,2,smil,TON
P2O5,2,smil,TTO
P2O5,2,smil,TUN
P2O5,2,smil,TKM
P2O5,2,smil,TCA
P2O5,2,smil,TUV
P2O5,2,smil,UGA
P2O5,2,smil,ARE
P2O5,2,smil,URY
P2O5,2,smil,VUT
P2O5,2,smil,VEN
P2O5,2,smil,VIR
P2O5,2,smil,WLF
P2O5,2,smil,ESH
P2O5,2,smil,YEM
P2O5,2,smil,ZMB
P2O5,2,smil,ZWE
P2O5,2,sorg,AFG
P2O5,2,sorg,ALB
P2O5,2,sorg,DZA
P2O5,2,sorg,ASM
P2O5,2,sorg,AND
P2O5,2,sorg,AGO
P2O5,2,sorg,AIA
P2O5,2,sorg,ATG
P2O5,2,sorg,ARM
P2O5,2,sorg,ABW
P2O5,2,sorg,AZE
P2O5,2,sorg,BHS
P2O5,2,sorg,BHR
P2O5,2,sorg,BRB
P2O5,2,sorg,BLZ
P2O5,2,sorg,BEN
P2O5,2,sorg,BMU
P2O5,2,sorg,BTN
P2O5,2,sorg,BOL
P2O5,2,sorg,BES
P2O5,2,sorg,BIH
P2O5,2,sorg,BWA
P2O5,2,sorg,IOT
P2O5,2,sorg,VGB
P2O5,2,sorg,BRN
P2O5,2,sorg,BFA
P2O5,2,sorg,BDI
P2O5,2,sorg,KHM
P2O5,2,sorg,CMR
P2O5,2,sorg,CPV
P2O5,2,sorg,CYM
P2O5,2,sorg,CAF
P2O5,2,sorg,TCD
P2O5,2,sorg,CXR
P2O5,2,sorg,CCK
P2O5,2,sorg,COL
P2O5,2,sorg,COM
P2O5,2,sorg,COK
P2O5,2,sorg,CRI
P2O5,2,sorg,CIV
P2O5,2,sorg,CUB
P2O5,2,sorg,CUW
P2O5,2,sorg,COD
P2O5,2,sorg,DJI
P2O5,2,sorg,DOM
P2O5,2,sorg,DMA
P2O5,2,sorg,ECU
P2O5,2,sorg,SLV
P2O5,2,sorg,GNQ
P2O5,2,sorg,ERI
P2O5,2,sorg,ETH
P2O5,2,sorg,FLK
P2O5,2,sorg,FJI
P2O5,2,sorg,GUF
P2O5,2,sorg,PYF
P2O5,2,sorg,GAB
P2O5,2,sorg,GMB
P2O5,2,sorg,GEO
P2O5,2,sorg,GHA
P2O5,2,sorg,GRL
P2O5,2,sorg,GRD
P2O5,2,sorg,GLP
P2O5,2,sorg,GUM
P2O5,2,sorg,GTM
P2O5,2,sorg,GNB
P2O5,2,sorg,GIN
P2O5,2,sorg,GUY
P2O5,2,sorg,HTI
P2O5,2,sorg,HND
P2O5,2,sorg,ISL
P2O5,2,sorg,IRQ
P2O5,2,sorg,IMN
P2O5,2,sorg,ISR
P2O5,2,sorg,JAM
P2O5,2,sorg,JEY
P2O5,2,sorg,JOR
P2O5,2,sorg,KAZ
P2O5,2,sorg,KEN
P2O5,2,sorg,KIR
P2O5,2,sorg,XKO
P2O5,2,sorg,KWT
P2O5,2,sorg,KGZ
P2O5,2,sorg,LAO
P2O5,2,sorg,LBN
P2O5,2,sorg,LSO
P2O5,2,sorg,LBR
P2O5,2,sorg,LBY
P2O5,2,sorg,LIE
P2O5,2,sorg,MKD
P2O5,2,sorg,MDG
P2O5,2,sorg,MWI
P2O5,2,sorg,MDV
P2O5,2,sorg,MLI
P2O5,2,sorg,MHL
P2O5,2,sorg,MTQ
P2O5,2,sorg,MRT
P2O5,2,sorg,MUS
P2O5,2,sorg,MYT
P2O5,2,sorg,FSM
P2O5,2,sorg,MDA
P2O5,2,sorg,MCO
P2O5,2,sorg,MNG
P2O5,2,sorg,MNE
P2O5,2,sorg,MSR
P2O5,2,sorg,MOZ
P2O5,2,sorg,MMR
P2O5,2,sorg,"NAM"
P2O5,2,sorg,NRU
P2O5,2,sorg,NPL
P2O5,2,sorg,NCL
P2O5,2,sorg,NIC
P2O5,2,sorg,NER
P2O5,2,sorg,NGA
P2O5,2,sorg,NIU
P2O5,2,sorg,NFK
P2O5,2,sorg,PRK
P2O5,2,sorg,MNP
P2O5,2,sorg,NOR
P2O5,2,sorg,OMN
P2O5,2,sorg,PLW
P2O5,2,sorg,PSE
P2O5,2,sorg,PAN
P2O5,2,sorg,PNG
P2O5,2,sorg,PRY
P2O5,2,sorg,PER
P2O5,2,sorg,PCN
P2O5,2,sorg,XMI
P2O5,2,sorg,PRI
P2O5,2,sorg,QAT
P2O5,2,sorg,COG
P2O5,2,sorg,REU
P2O5,2,sorg,RWA
P2O5,2,sorg,BLM
P2O5,2,sorg,MAF
P2O5,2,sorg,SHN
P2O5,2,sorg,KNA
P2O5,2,sorg,LCA
P2O5,2,sorg,SPM
P2O5,2,sorg,VCT
P2O5,2,sorg,WSM
P2O5,2,sorg,SMR
P2O5,2,sorg,STP
P2O5,2,sorg,SAU
P2O5,2,sorg,SEN
P2O5,2,sorg,SRB
P2O5,2,sorg,SYC
P2O5,2,sorg,SLE
P2O5,2,sorg,SGP
P2O5,2,sorg,SXM
P2O5,2,sorg,SLB
P2O5,2,sorg,SOM
P2O5,2,sorg,KOR
P2O5,2,sorg,SSD
P2O5,2,sorg,LKA
P2O5,2,sorg,SDN
P2O5,2,sorg,SUR
P2O5,2,sorg,SWZ
P2O5,2,sorg,CHE
P2O5,2,sorg,SYR
P2O5,2,sorg,TWN
P2O5,2,sorg,TJK
P2O5,2,sorg,TZA
P2O5,2,sorg,TLS
P2O5,2,sorg,TGO
P2O5,2,sorg,TKL
P2O5,2,sorg,TON
P2O5,2,sorg,TTO
P2O5,2,sorg,TUN
P2O5,2,sorg,TKM
P2O5,2,sorg,TCA
P2O5,2,sorg,TUV
P2O5,2,sorg,UGA
P2O5,2,sorg,ARE
P2O5,2,sorg,URY
P2O5,2,sorg,VUT
P2O5,2,sorg,VEN
P2O5,2,sorg,VIR
P2O5,2,sorg,WLF
P2O5,2,sorg,ESH
P2O5,2,sorg,YEM
P2O5,2,sorg,ZMB
P2O5,2,sorg,ZWE
K2O,7,sesa,CHN
K2O,7,sesa,MAC
K2O,7,sesa,HKG
K2O,7,rape,CHN
K2O,7,rape,MAC
K2O,7,rape,HKG
K2O,7,grou,CHN
K2O,7,grou,MAC
K2O,7,grou,HKG
K2O,7,ooil,CHN
K2O,7,ooil,MAC
K2O,7,ooil,HKG
K2O,7,sunf,CHN
K2O,7,sunf,MAC
K2O,7,sunf,HKG
K2O,9,sesa,IND
K2O,9,rape,IND
K2O,9,grou,IND
K2O,9,ooil,IND
K2O,9,sunf,IND
K2O,2,sesa,USA
K2O,2,rape,USA
K2O,2,grou,USA
K2O,2,ooil,USA
K2O,2,sunf,USA
K2O,28,sesa,AUT
K2O,28,sesa,BEL
K2O,28,sesa,BGR
K2O,28,sesa,HRV
K2O,28,sesa,CYP
K2O,28,sesa,CZE
K2O,28,sesa,DNK
K2O,28,sesa,EST
K2O,28,sesa,FIN
K2O,28,sesa,FRA
K2O,28,sesa,DEU
K2O,28,sesa,GRC
K2O,28,sesa,HUN
K2O,28,sesa,IRL
K2O,28,sesa,ITA
K2O,28,sesa,LVA
K2O,28,sesa,LTU
K2O,28,sesa,LUX
K2O,28,sesa,MLT
K2O,28,sesa,NLD
K2O,28,sesa,POL
K2O,28,sesa,PRT
K2O,28,sesa,SVK
K2O,28,sesa,SVN
K2O,28,sesa,ESP
K2O,28,sesa,SWE
K2O,28,sesa,ROU
K2O,28,sesa,GBR
K2O,28,sesa,GGY
K2O,28,sesa,FRO
K2O,28,sesa,GIB
K2O,28,sesa,ALA
K2O,28,sesa,SJM
K2O,28,rape,AUT
K2O,28,rape,BEL
K2O,28,rape,BGR
K2O,28,rape,HRV
K2O,28,rape,CYP
K2O,28,rape,CZE
K2O,28,rape,DNK
K2O,28,rape,EST
K2O,28,rape,FIN
K2O,28,rape,FRA
K2O,28,rape,DEU
K2O,28,rape,GRC
K2O,28,rape,HUN
K2O,28,rape,IRL
K2O,28,rape,ITA
K2O,28,rape,LVA
K2O,28,rape,LTU
K2O,28,rape,LUX
K2O,28,rape,MLT
K2O,28,rape,NLD
K2O,28,rape,POL
K2O,28,rape,PRT
K2O,28,rape,SVK
K2O,28,rape,SVN
K2O,28,rape,ESP
K2O,28,rape,SWE
K2O,28,rape,ROU
K2O,28,rape,GBR
K2O,28,rape,GGY
K2O,28,rape,FRO
K2O,28,rape,GIB
K2O,28,rape,ALA
K2O,28,rape,SJM
K2O,28,grou,AUT
K2O,28,grou,BEL
K2O,28,grou,BGR
K2O,28,grou,HRV
K2O,28,grou,CYP
K2O,28,grou,CZE
K2O,28,grou,DNK
K2O,28,grou,EST
K2O,28,grou,FIN
K2O,28,grou,FRA
K2O,28,grou,DEU
K2O,28,grou,GRC
K2O,28,grou,HUN
K2O,28,grou,IRL
K2O,28,grou,ITA
K2O,28,grou,LVA
K2O,28,grou,LTU
K2O,28,grou,LUX
K2O,28,grou,MLT
K2O,28,grou,NLD
K2O,28,grou,POL
K2O,28,grou,PRT
K2O,28,grou,SVK
K2O,28,grou,SVN
K2O,28,grou,ESP
K2O,28,grou,SWE
K2O,28,grou,ROU
K2O,28,grou,GBR
K2O,28,grou,GGY
K2O,28,grou,FRO
K2O,28,grou,GIB
K2O,28,grou,ALA
K2O,28,grou,SJM
K2O,28,ooil,AUT
K2O,28,ooil,BEL
K2O,28,ooil,BGR
K2O,28,ooil,HRV
K2O,28,ooil,CYP
K2O,28,ooil,CZE
K2O,28,ooil,DNK
K2O,28,ooil,EST
K2O,28,ooil,FIN
K2O,28,ooil,FRA
K2O,28,ooil,DEU
K2O,28,ooil,GRC
K2O,28,ooil,HUN
K2O,28,ooil,IRL
K2O,28,ooil,ITA
K2O,28,ooil,LVA
K2O,28,ooil,LTU
K2O,28,ooil,LUX
K2O,28,ooil,MLT
K2O,28,ooil,NLD
K2O,28,ooil,POL
K2O,28,ooil,PRT
K2O,28,ooil,SVK
K2O,28,ooil,SVN
K2O,28,ooil,ESP
K2O,28,ooil,SWE
K2O,28,ooil,ROU
K2O,28,ooil,GBR
K2O,28,ooil,GGY
K2O,28,ooil,FRO
K2O,28,ooil,GIB
K2O,28,ooil,ALA
K2O,28,ooil,SJM
K2O,28,sunf,AUT
K2O,28,sunf,BEL
K2O,28,sunf,BGR
K2O,28,sunf,HRV
K2O,28,sunf,CYP
K2O,28,sunf,CZE
K2O,28,sunf,DNK
K2O,28,sunf,EST
K2O,28,sunf,FIN
K2O,28,sunf,FRA
K2O,28,sunf,DEU
K2O,28,sunf,GRC
K2O,28,sunf,HUN
K2O,28,sunf,IRL
K2O,28,sunf,ITA
K2O,28,sunf,LVA
K2O,28,sunf,LTU
K2O,28,sunf,LUX
K2O,28,sunf,MLT
K2O,28,sunf,NLD
K2O,28,sunf,POL
K2O,28,sunf,PRT
K2O,28,sunf,SVK
K2O,28,sunf,SVN
K2O,28,sunf,ESP
K2O,28,sunf,SWE
K2O,28,sunf,ROU
K2O,28,sunf,GBR
K2O,28,sunf,GGY
K2O,28,sunf,FRO
K2O,28,sunf,GIB
K2O,28,sunf,ALA
K2O,28,sunf,SJM
K2O,13,sesa,BRA
K2O,13,rape,BRA
K2O,13,grou,BRA
K2O,13,ooil,BRA
K2O,13,sunf,BRA
K2O,2,sesa,IDN
K2O,2,rape,IDN
K2O,2,grou,IDN
K2O,2,ooil,IDN
K2O,2,sunf,IDN
K2O,0,sesa,PAK
K2O,0,rape,PAK
K2O,0,grou,PAK
K2O,0,ooil,PAK
K2O,0,sunf,PAK
K2O,6,sesa,CAN
K2O,6,rape,CAN
K2O,6,grou,CAN
K2O,6,ooil,CAN
K2O,6,sunf,CAN
K2O,3,sesa,RUS
K2O,3,rape,RUS
K2O,3,grou,RUS
K2O,3,ooil,RUS
K2O,3,sunf,RUS
K2O,45,sesa,VNM
K2O,45,rape,VNM
K2O,45,grou,VNM
K2O,45,ooil,VNM
K2O,45,sunf,VNM
K2O,0,sesa,MYS
K2O,0,rape,MYS
K2O,0,grou,MYS
K2O,0,ooil,MYS
K2O,0,sunf,MYS
K2O,4,sesa,AUS
K2O,4,rape,AUS
K2O,4,grou,AUS
K2O,4,ooil,AUS
K2O,4,sunf,AUS
K2O,4,sesa,TUR
K2O,4,rape,TUR
K2O,4,grou,TUR
K2O,4,ooil,TUR
K2O,4,sunf,TUR
K2O,10,sesa,THA
K2O,10,rape,THA
K2O,10,grou,THA
K2O,10,ooil,THA
K2O,10,sunf,THA
K2O,55,sesa,BGD
K2O,55,rape,BGD
K2O,55,grou,BGD
K2O,55,ooil,BGD
K2O,55,sunf,BGD
K2O,1,sesa,MEX
K2O,1,rape,MEX
K2O,1,grou,MEX
K2O,1,ooil,MEX
K2O,1,sunf,MEX
K2O,19,sesa,IRN
K2O,19,rape,IRN
K2O,19,grou,IRN
K2O,19,ooil,IRN
K2O,19,sunf,IRN
K2O,126,sesa,BLR
K2O,126,rape,BLR
K2O,126,grou,BLR
K2O,126,ooil,BLR
K2O,126,sunf,BLR
K2O,1,sesa,ARG
K2O,1,rape,ARG
K2O,1,grou,ARG
K2O,1,ooil,ARG
K2O,1,sunf,ARG
K2O,6,sesa,EGY
K2O,6,rape,EGY
K2O,6,grou,EGY
K2O,6,ooil,EGY
K2O,6,sunf,EGY
K2O,0,sesa,JPN
K2O,0,rape,JPN
K2O,0,grou,JPN
K2O,0,ooil,JPN
K2O,0,sunf,JPN
K2O,8,sesa,UKR
K2O,8,rape,UKR
K2O,8,grou,UKR
K2O,8,ooil,UKR
K2O,8,sunf,UKR
K2O,5,sesa,ZAF
K2O,5,rape,ZAF
K2O,5,grou,ZAF
K2O,5,ooil,ZAF
K2O,5,sunf,ZAF
K2O,3,sesa,UZB
K2O,3,rape,UZB
K2O,3,grou,UZB
K2O,3,ooil,UZB
K2O,3,sunf,UZB
K2O,7,sesa,PHL
K2O,7,rape,PHL
K2O,7,grou,PHL
K2O,7,ooil,PHL
K2O,7,sunf,PHL
K2O,41,sesa,NZL
K2O,41,rape,NZL
K2O,41,grou,NZL
K2O,41,ooil,NZL
K2O,41,sunf,NZL
K2O,18,sesa,CHL
K2O,18,rape,CHL
K2O,18,grou,CHL
K2O,18,ooil,CHL
K2O,18,sunf,CHL
K2O,1,sesa,MAR
K2O,1,rape,MAR
K2O,1,grou,MAR
K2O,1,ooil,MAR
K2O,1,sunf,MAR
K2O,1,sesa,AFG
K2O,1,sesa,ALB
K2O,1,sesa,DZA
K2O,1,sesa,ASM
K2O,1,sesa,AND
K2O,1,sesa,AGO
K2O,1,sesa,AIA
K2O,1,sesa,ATG
K2O,1,sesa,ARM
K2O,1,sesa,ABW
K2O,1,sesa,AZE
K2O,1,sesa,BHS
K2O,1,sesa,BHR
K2O,1,sesa,BRB
K2O,1,sesa,BLZ
K2O,1,sesa,BEN
K2O,1,sesa,BMU
K2O,1,sesa,BTN
K2O,1,sesa,BOL
K2O,1,sesa,BES
K2O,1,sesa,BIH
K2O,1,sesa,BWA
K2O,1,sesa,IOT
K2O,1,sesa,VGB
K2O,1,sesa,BRN
K2O,1,sesa,BFA
K2O,1,sesa,BDI
K2O,1,sesa,KHM
K2O,1,sesa,CMR
K2O,1,sesa,CPV
K2O,1,sesa,CYM
K2O,1,sesa,CAF
K2O,1,sesa,TCD
K2O,1,sesa,CXR
K2O,1,sesa,CCK
K2O,1,sesa,COL
K2O,1,sesa,COM
K2O,1,sesa,COK
K2O,1,sesa,CRI
K2O,1,sesa,CIV
K2O,1,sesa,CUB
K2O,1,sesa,CUW
K2O,1,sesa,COD
K2O,1,sesa,DJI
K2O,1,sesa,DOM
K2O,1,sesa,DMA
K2O,1,sesa,ECU
K2O,1,sesa,SLV
K2O,1,sesa,GNQ
K2O,1,sesa,ERI
K2O,1,sesa,ETH
K2O,1,sesa,FLK
K2O,1,sesa,FJI
K2O,1,sesa,GUF
K2O,1,sesa,PYF
K2O,1,sesa,GAB
K2O,1,sesa,GMB
K2O,1,sesa,GEO
K2O,1,sesa,GHA
K2O,1,sesa,GRL
K2O,1,sesa,GRD
K2O,1,sesa,GLP
K2O,1,sesa,GUM
K2O,1,sesa,GTM
K2O,1,sesa,GNB
K2O,1,sesa,GIN
K2O,1,sesa,GUY
K2O,1,sesa,HTI
K2O,1,sesa,HND
K2O,1,sesa,ISL
K2O,1,sesa,IRQ
K2O,1,sesa,IMN
K2O,1,sesa,ISR
K2O,1,sesa,JAM
K2O,1,sesa,JEY
K2O,1,sesa,JOR
K2O,1,sesa,KAZ
K2O,1,sesa,KEN
K2O,1,sesa,KIR
K2O,1,sesa,XKO
K2O,1,sesa,KWT
K2O,1,sesa,KGZ
K2O,1,sesa,LAO
K2O,1,sesa,LBN
K2O,1,sesa,LSO
K2O,1,sesa,LBR
K2O,1,sesa,LBY
K2O,1,sesa,LIE
K2O,1,sesa,MKD
K2O,1,sesa,MDG
K2O,1,sesa,MWI
K2O,1,sesa,MDV
K2O,1,sesa,MLI
K2O,1,sesa,MHL
K2O,1,sesa,MTQ
K2O,1,sesa,MRT
