"Taxonkey","TaxonName","CommonName","Gear","GearName","Descript","bycatch","destruction","type"
600325,"Merluccius hubbsi","Argentine hake",840,"bottom trawls","benthopelagic >=90 cm","high","destructive","demersal"
390006,"Sepiida","Cuttlefishes",850,"mid-water trawls","cephalopods","high","non-destructive","pelagic"
400167,"Myctophidae","Lanternfishes",850,"mid-water trawls","bathypelagic <30 cm","high","non-destructive","pelagic"
100043,"Homaridae/Palinuridae","Lobsters spiny-rock lobsters",500,"traps","lobsters crab","high","non-destructive","demersal"
100043,"Homaridae/Palinuridae","Lobsters spiny-rock lobsters",840,"bottom trawls","lobsters crab","high","destructive","demersal"
100047,"Miscellaneous marine crustaceans","Marine crustaceans",840,"bottom trawls","lobsters crab","high","destructive","demersal"
601753,"Diplodus sargus sargus","White seabream",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
600329,"Macruronus magellanicus","Patagonian grenadier",850,"mid-water trawls","benthopelagic >=90 cm","high","non-destructive","demersal"
600349,"Polyprion americanus","Wreckfish",421,"handlines","bathydemersal >=90 cm","low","non-destructive","demersal"
300044,"Gadiformes","Cods",1020,"purse seines","benthopelagic 30 - 90 cm","low","non-destructive","demersal"
300044,"Gadiformes","Cods",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
300044,"Gadiformes","Cods",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
300061,"Pleuronectiformes","Flatfishes",1400,"gillnets","flatfish <90 cm","high","non-destructive","demersal"
300061,"Pleuronectiformes","Flatfishes",422,"set lines","flatfish <90 cm","high","non-destructive","demersal"
300061,"Pleuronectiformes","Flatfishes",421,"handlines","flatfish <90 cm","low","non-destructive","demersal"
600351,"Acanthistius brasilianus","Sea bass",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
400167,"Myctophidae","Lanternfishes",840,"bottom trawls","bathypelagic <30 cm","high","destructive","pelagic"
400180,"Moridae","Codlings",840,"bottom trawls","benthopelagic <30 cm","high","destructive","demersal"
400240,"Berycidae","Alfonsinos",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
400145,"Ariidae","Sea catfishes",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
400289,"Serranidae","Sea basses groupers fairy basslets",420,"with gorges or hooks","reef-associated <30 cm","low","non-destructive","pelagic"
400327,"Haemulidae","Grunts",400,"Lines","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
400327,"Haemulidae","Grunts",420,"with gorges or hooks","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
490097,"Brachyura","Marine crabs",500,"traps","lobsters crab","high","non-destructive","demersal"
500809,"Dentex","Seabreams (Dentex spp)",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
500809,"Dentex","Seabreams (Dentex spp)",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
500809,"Dentex","Seabreams (Dentex spp)",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
400328,"Lethrinidae","Emperors or scavengers",1420,"driftnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
400273,"Platycephalidae","Flatheads",421,"handlines","demersal 30 - 90 cm","low","non-destructive","demersal"
400273,"Platycephalidae","Flatheads",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
400273,"Platycephalidae","Flatheads",900,"seine nets","demersal 30 - 90 cm","high","non-destructive","demersal"
100058,"Miscellaneous marine molluscs","Marine molluscs",213,"raking devices","demersal mollusc","high","destructive","demersal"
100058,"Miscellaneous marine molluscs","Marine molluscs",830,"dredges","demersal mollusc","high","destructive","demersal"
100058,"Miscellaneous marine molluscs","Marine molluscs",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
100058,"Miscellaneous marine molluscs","Marine molluscs",120,"by diving","demersal mollusc","low","non-destructive","demersal"
503152,"Pseudotolithus","Croakers",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
503152,"Pseudotolithus","Croakers",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
503152,"Pseudotolithus","Croakers",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
600364,"Pomatomus saltatrix","Bluefish",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
600364,"Pomatomus saltatrix","Bluefish",900,"seine nets","pelagic >=90 cm","high","non-destructive","pelagic"
600371,"Trachurus trecae","Cunene horse mackerel",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
600400,"Brachydeuterus auritus","Bigeye grunt",420,"with gorges or hooks","demersal <30 cm","low","non-destructive","demersal"
600419,"Argyrosomus hololepidotus","Southern meagre",1400,"gillnets","demersal >=90 cm","high","non-destructive","demersal"
600419,"Argyrosomus hololepidotus","Southern meagre",420,"with gorges or hooks","demersal >=90 cm","low","non-destructive","demersal"
600419,"Argyrosomus hololepidotus","Southern meagre",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
600419,"Argyrosomus hololepidotus","Southern meagre",850,"mid-water trawls","demersal >=90 cm","high","non-destructive","demersal"
600440,"Dentex angolensis","Angola dentex",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
600440,"Dentex angolensis","Angola dentex",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
600440,"Dentex angolensis","Angola dentex",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600527,"Austroglossus microlepis","West coast sole",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
601288,"Trichiurus lepturus","Largehead hairtail",850,"mid-water trawls","benthopelagic >=90 cm","high","non-destructive","demersal"
601288,"Trichiurus lepturus","Largehead hairtail",840,"bottom trawls","benthopelagic >=90 cm","high","destructive","demersal"
601288,"Trichiurus lepturus","Largehead hairtail",920,"genuine seine net","benthopelagic >=90 cm","high","non-destructive","demersal"
601288,"Trichiurus lepturus","Largehead hairtail",1400,"gillnets","benthopelagic >=90 cm","high","non-destructive","demersal"
601477,"Sardinops sagax","South American pilchard",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
601477,"Sardinops sagax","South American pilchard",900,"seine nets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601828,"Merluccius capensis","Shallow-water Cape hake",840,"bottom trawls","bathydemersal >=90 cm","high","destructive","demersal"
605382,"Trachurus capensis","Cape horse mackerel",420,"with gorges or hooks","pelagic 30 - 90 cm","low","non-destructive","pelagic"
605382,"Trachurus capensis","Cape horse mackerel",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
400019,"Rajidae","Skates",840,"bottom trawls","rays <90 cm","high","destructive","demersal"
400022,"Myliobatidae","Eagle and manta rays",840,"bottom trawls","rays >=90 cm","high","destructive","demersal"
400022,"Myliobatidae","Eagle and manta rays",100,"without gear","rays >=90 cm","low","non-destructive","demersal"
400218,"Atherinidae","Silversides",900,"seine nets","pelagic <30 cm","high","non-destructive","pelagic"
400218,"Atherinidae","Silversides",420,"with gorges or hooks","pelagic <30 cm","low","non-destructive","pelagic"
400218,"Atherinidae","Silversides",1400,"gillnets","pelagic <30 cm","high","non-destructive","pelagic"
100058,"Miscellaneous marine molluscs","Marine molluscs",100,"without gear","demersal mollusc","low","non-destructive","demersal"
100176,"Starfish and other echinoderms","Starfishes",100,"without gear","demersal mollusc","low","non-destructive","demersal"
100176,"Starfish and other echinoderms","Starfishes",120,"by diving","demersal mollusc","low","non-destructive","demersal"
100176,"Starfish and other echinoderms","Starfishes",213,"raking devices","demersal mollusc","high","destructive","demersal"
100176,"Starfish and other echinoderms","Starfishes",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
290006,"Gastropoda","Gastropods",830,"dredges","demersal mollusc","high","destructive","demersal"
290006,"Gastropoda","Gastropods",120,"by diving","demersal mollusc","low","non-destructive","demersal"
290006,"Gastropoda","Gastropods",100,"without gear","demersal mollusc","low","non-destructive","demersal"
290006,"Gastropoda","Gastropods",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
290006,"Gastropoda","Gastropods",213,"raking devices","demersal mollusc","high","destructive","demersal"
290012,"Holothuroidea","Sea cucumbers",100,"without gear","demersal mollusc","low","non-destructive","demersal"
290012,"Holothuroidea","Sea cucumbers",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
290012,"Holothuroidea","Sea cucumbers",213,"raking devices","demersal mollusc","high","destructive","demersal"
290012,"Holothuroidea","Sea cucumbers",830,"dredges","demersal mollusc","high","destructive","demersal"
290012,"Holothuroidea","Sea cucumbers",120,"by diving","demersal mollusc","low","non-destructive","demersal"
290022,"Crustacea","Crustaceans",830,"dredges","lobsters crab","high","destructive","demersal"
290022,"Crustacea","Crustaceans",1400,"gillnets","lobsters crab","high","non-destructive","demersal"
290022,"Crustacea","Crustaceans",840,"bottom trawls","lobsters crab","high","destructive","demersal"
500048,"Paralichthys","American flounders",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
500048,"Paralichthys","American flounders",421,"handlines","flatfish <90 cm","low","non-destructive","demersal"
500048,"Paralichthys","American flounders",422,"set lines","flatfish <90 cm","high","non-destructive","demersal"
500048,"Paralichthys","American flounders",1400,"gillnets","flatfish <90 cm","high","non-destructive","demersal"
600727,"Squatina argentina","Argentine angelshark",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
600727,"Squatina argentina","Argentine angelshark",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
600727,"Squatina argentina","Argentine angelshark",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
600727,"Squatina argentina","Argentine angelshark",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
300026,"Anguilliformes","Eels and morays",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
300026,"Anguilliformes","Eels and morays",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
601587,"Brevoortia aurea","Brazilian menhaden",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
601659,"Engraulis anchoita","Argentine anchoita",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
400314,"Carangidae","Jacks and pompanos",420,"with gorges or hooks","pelagic 30 - 90 cm","low","non-destructive","pelagic"
602531,"Notorynchus cepedianus","Broadnose sevengill shark",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
602531,"Notorynchus cepedianus","Broadnose sevengill shark",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
602531,"Notorynchus cepedianus","Broadnose sevengill shark",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
602531,"Notorynchus cepedianus","Broadnose sevengill shark",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
604642,"Galeorhinus galeus","Tope shark",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
604642,"Galeorhinus galeus","Tope shark",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
604642,"Galeorhinus galeus","Tope shark",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
605937,"Mustelus schmitti","Narrownose smooth-hound",840,"bottom trawls","shark <90 cm","high","destructive","demersal"
605937,"Mustelus schmitti","Narrownose smooth-hound",1400,"gillnets","shark <90 cm","high","non-destructive","demersal"
605937,"Mustelus schmitti","Narrownose smooth-hound",420,"with gorges or hooks","shark <90 cm","low","non-destructive","demersal"
607620,"Micropogonias furnieri","Whitemouth croaker",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
608390,"Seriolella porosa","Choicy ruff",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
614063,"Mullus argentinae","Argentine goatfish",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
614063,"Mullus argentinae","Argentine goatfish",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
628143,"Peprilus paru","American harvestfish",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
400419,"Istiophoridae","Billfishes",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
400421,"Centrolophidae","Medusafishes",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
400421,"Centrolophidae","Medusafishes",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
400421,"Centrolophidae","Medusafishes",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
400421,"Centrolophidae","Medusafishes",922,"boat seines","pelagic 30 - 90 cm","high","non-destructive","pelagic"
400421,"Centrolophidae","Medusafishes",500,"traps","pelagic 30 - 90 cm","high","non-destructive","pelagic"
650136,"Pseudopercis semifasciata","Argentinian sandperch",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
690022,"Pleoticus muelleri","Argentine red shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
690023,"Illex argentinus","Argentine shortfin squid",840,"bottom trawls","cephalopods","high","destructive","pelagic"
690403,"Aristeus varidens","Striped red shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
1e+05,"Marine animals","Marine animals",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
100036,"Scombroids","Tunas bonitos billfishes",1400,"gillnets","pelagic >=90 cm","high","non-destructive","pelagic"
501523,"Nemadactylus","Porae",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
501523,"Nemadactylus","Porae",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
501523,"Nemadactylus","Porae",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
501523,"Nemadactylus","Porae",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
600467,"Dissostichus eleginoides","Patagonian toothfish",420,"with gorges or hooks","bathydemersal >=90 cm","low","non-destructive","demersal"
690024,"Artemesia longinaris","Argentine stiletto shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
600467,"Dissostichus eleginoides","Patagonian toothfish",840,"bottom trawls","bathydemersal >=90 cm","high","destructive","demersal"
