iso3c,animal,product,system,feedstuff,feeditem_kg_per_head
MRT,pigs,meat,industrial,Grains from rice,80.7813
MRT,pigs,meat,industrial,Grains from sorghum,79.9698
MRT,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,11.9296
MRT,pigs,meat,industrial,Household food waste and other organic material used as feed,0
MRT,pigs,meat,industrial,Leguminous beans,2.4267
MRT,pigs,meat,industrial,Molasses,25.6994
MRT,pigs,meat,industrial,Oil palm kernel expeller,0
MRT,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,80.9085
MRT,pigs,meat,industrial,Residual plant material such as stems from banana,0
MRT,pigs,meat,industrial,SYNTHETIC,10.2798
MRT,pigs,meat,industrial,Wet by-product from grain industries,0
NER,pigs,meat,industrial,Beans from soy,0
NER,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
NER,pigs,meat,industrial,By-products from cottonseed,0
NER,pigs,meat,industrial,By-products from soy,130.1948
NER,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
NER,pigs,meat,industrial,Crop residues from sugarcane,0
NER,pigs,meat,industrial,Dry by-product from grain industries,0
NER,pigs,meat,industrial,FISHMEAL,0
NER,pigs,meat,industrial,Fruit from banana trees,0
NER,pigs,meat,industrial,Grains from barley (Hordeum vulgare),109.6377
NER,pigs,meat,industrial,Grains from maize (Zea mays),0
NER,pigs,meat,industrial,Grains from millet,0
NER,pigs,meat,industrial,Grains from rice,0
NER,pigs,meat,industrial,Grains from sorghum,280.9467
NER,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,150.7519
NER,pigs,meat,industrial,Household food waste and other organic material used as feed,0
NER,pigs,meat,industrial,Leguminous beans,0
NER,pigs,meat,industrial,Molasses,0
NER,pigs,meat,industrial,Oil palm kernel expeller,0
NER,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,0
NER,pigs,meat,industrial,Residual plant material such as stems from banana,0
NER,pigs,meat,industrial,SYNTHETIC,13.7047
NER,pigs,meat,industrial,Wet by-product from grain industries,0
NGA,pigs,meat,industrial,Beans from soy,0
NGA,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
NGA,pigs,meat,industrial,By-products from cottonseed,0
NGA,pigs,meat,industrial,By-products from soy,130.2131
NGA,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
NGA,pigs,meat,industrial,Crop residues from sugarcane,0
NGA,pigs,meat,industrial,Dry by-product from grain industries,0
NGA,pigs,meat,industrial,FISHMEAL,0
NGA,pigs,meat,industrial,Fruit from banana trees,0
NGA,pigs,meat,industrial,Grains from barley (Hordeum vulgare),109.6531
NGA,pigs,meat,industrial,Grains from maize (Zea mays),0
NGA,pigs,meat,industrial,Grains from millet,0
NGA,pigs,meat,industrial,Grains from rice,0
NGA,pigs,meat,industrial,Grains from sorghum,280.9862
NGA,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,150.7731
NGA,pigs,meat,industrial,Household food waste and other organic material used as feed,0
NGA,pigs,meat,industrial,Leguminous beans,0
NGA,pigs,meat,industrial,Molasses,0
NGA,pigs,meat,industrial,Oil palm kernel expeller,0
NGA,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,0
NGA,pigs,meat,industrial,Residual plant material such as stems from banana,0
NGA,pigs,meat,industrial,SYNTHETIC,13.7066
NGA,pigs,meat,industrial,Wet by-product from grain industries,0
SHN,pigs,meat,industrial,Beans from soy,20.5714
SHN,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",9.1376
SHN,pigs,meat,industrial,By-products from cottonseed,1.1385
SHN,pigs,meat,industrial,By-products from soy,124.8538
SHN,pigs,meat,industrial,Crop residue from leguminous plants cultivation,1.6935
SHN,pigs,meat,industrial,Crop residues from sugarcane,12.9612
SHN,pigs,meat,industrial,Dry by-product from grain industries,19.5848
SHN,pigs,meat,industrial,FISHMEAL,17.3614
SHN,pigs,meat,industrial,Fruit from banana trees,0.2433
SHN,pigs,meat,industrial,Grains from barley (Hordeum vulgare),43.6709
SHN,pigs,meat,industrial,Grains from maize (Zea mays),109.1716
SHN,pigs,meat,industrial,Grains from millet,21.3937
SHN,pigs,meat,industrial,Grains from rice,43.8106
SHN,pigs,meat,industrial,Grains from sorghum,91.205
SHN,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,111.7861
SHN,pigs,meat,industrial,Household food waste and other organic material used as feed,0
SHN,pigs,meat,industrial,Leguminous beans,2.3282
SHN,pigs,meat,industrial,Molasses,7.4243
SHN,pigs,meat,industrial,Oil palm kernel expeller,0
SHN,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,33.7169
SHN,pigs,meat,industrial,Residual plant material such as stems from banana,0.2433
SHN,pigs,meat,industrial,SYNTHETIC,13.021
SHN,pigs,meat,industrial,Wet by-product from grain industries,0
SEN,pigs,meat,industrial,Beans from soy,0
SEN,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
SEN,pigs,meat,industrial,By-products from cottonseed,5.3651
SEN,pigs,meat,industrial,By-products from soy,25.6994
SEN,pigs,meat,industrial,Crop residue from leguminous plants cultivation,6.9686
SEN,pigs,meat,industrial,Crop residues from sugarcane,57.5967
SEN,pigs,meat,industrial,Dry by-product from grain industries,5.2665
SEN,pigs,meat,industrial,FISHMEAL,20.5595
SEN,pigs,meat,industrial,Fruit from banana trees,3.649
SEN,pigs,meat,industrial,Grains from barley (Hordeum vulgare),30.8257
SEN,pigs,meat,industrial,Grains from maize (Zea mays),130.0739
SEN,pigs,meat,industrial,Grains from millet,106.5127
SEN,pigs,meat,industrial,Grains from rice,67.0031
SEN,pigs,meat,industrial,Grains from sorghum,81.3478
SEN,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,12.3382
SEN,pigs,meat,industrial,Household food waste and other organic material used as feed,0
SEN,pigs,meat,industrial,Leguminous beans,1.9748000000000001
SEN,pigs,meat,industrial,Molasses,25.6994
SEN,pigs,meat,industrial,Oil palm kernel expeller,0
SEN,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,90.5078
SEN,pigs,meat,industrial,Residual plant material such as stems from banana,3.649
SEN,pigs,meat,industrial,SYNTHETIC,10.2798
SEN,pigs,meat,industrial,Wet by-product from grain industries,0
SLE,pigs,meat,industrial,Beans from soy,0
SLE,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",70.5843
SLE,pigs,meat,industrial,By-products from cottonseed,0
SLE,pigs,meat,industrial,By-products from soy,105.8765
SLE,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
SLE,pigs,meat,industrial,Crop residues from sugarcane,0
SLE,pigs,meat,industrial,Dry by-product from grain industries,35.2922
SLE,pigs,meat,industrial,FISHMEAL,28.2337
SLE,pigs,meat,industrial,Fruit from banana trees,0
SLE,pigs,meat,industrial,Grains from barley (Hordeum vulgare),70.5843
SLE,pigs,meat,industrial,Grains from maize (Zea mays),141.1687
SLE,pigs,meat,industrial,Grains from millet,0
SLE,pigs,meat,industrial,Grains from rice,0
SLE,pigs,meat,industrial,Grains from sorghum,0
SLE,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,239.9868
SLE,pigs,meat,industrial,Household food waste and other organic material used as feed,0
SLE,pigs,meat,industrial,Leguminous beans,0
SLE,pigs,meat,industrial,Molasses,0
SLE,pigs,meat,industrial,Oil palm kernel expeller,0
SLE,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,0
SLE,pigs,meat,industrial,Residual plant material such as stems from banana,0
SLE,pigs,meat,industrial,SYNTHETIC,14.1169
SLE,pigs,meat,industrial,Wet by-product from grain industries,0
TGO,pigs,meat,industrial,Beans from soy,0
TGO,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
TGO,pigs,meat,industrial,By-products from cottonseed,0
TGO,pigs,meat,industrial,By-products from soy,130.2102
TGO,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
TGO,pigs,meat,industrial,Crop residues from sugarcane,0
TGO,pigs,meat,industrial,Dry by-product from grain industries,0
TGO,pigs,meat,industrial,FISHMEAL,0
TGO,pigs,meat,industrial,Fruit from banana trees,0
TGO,pigs,meat,industrial,Grains from barley (Hordeum vulgare),109.6507
TGO,pigs,meat,industrial,Grains from maize (Zea mays),0
TGO,pigs,meat,industrial,Grains from millet,0
TGO,pigs,meat,industrial,Grains from rice,0
TGO,pigs,meat,industrial,Grains from sorghum,280.98
TGO,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,150.7697
TGO,pigs,meat,industrial,Household food waste and other organic material used as feed,0
TGO,pigs,meat,industrial,Leguminous beans,0
TGO,pigs,meat,industrial,Molasses,0
TGO,pigs,meat,industrial,Oil palm kernel expeller,0
TGO,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,0
TGO,pigs,meat,industrial,Residual plant material such as stems from banana,0
TGO,pigs,meat,industrial,SYNTHETIC,13.7063
TGO,pigs,meat,industrial,Wet by-product from grain industries,0
AIA,pigs,meat,industrial,Beans from soy,71.3113
AIA,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
AIA,pigs,meat,industrial,By-products from cottonseed,0
AIA,pigs,meat,industrial,By-products from soy,178.2781
AIA,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
AIA,pigs,meat,industrial,Crop residues from sugarcane,0
AIA,pigs,meat,industrial,Dry by-product from grain industries,35.6556
AIA,pigs,meat,industrial,FISHMEAL,28.5245
AIA,pigs,meat,industrial,Fruit from banana trees,0
AIA,pigs,meat,industrial,Grains from barley (Hordeum vulgare),0
AIA,pigs,meat,industrial,Grains from maize (Zea mays),142.6225
AIA,pigs,meat,industrial,Grains from millet,0
AIA,pigs,meat,industrial,Grains from rice,35.6556
AIA,pigs,meat,industrial,Grains from sorghum,0
AIA,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,171.147
AIA,pigs,meat,industrial,Household food waste and other organic material used as feed,0
AIA,pigs,meat,industrial,Leguminous beans,0
AIA,pigs,meat,industrial,Molasses,0
AIA,pigs,meat,industrial,Oil palm kernel expeller,0
AIA,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,35.6556
AIA,pigs,meat,industrial,Residual plant material such as stems from banana,0
AIA,pigs,meat,industrial,SYNTHETIC,14.2623
AIA,pigs,meat,industrial,Wet by-product from grain industries,0
ATG,pigs,meat,industrial,Beans from soy,67.7728
ATG,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
ATG,pigs,meat,industrial,By-products from cottonseed,0
ATG,pigs,meat,industrial,By-products from soy,169.4319
ATG,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
ATG,pigs,meat,industrial,Crop residues from sugarcane,0
ATG,pigs,meat,industrial,Dry by-product from grain industries,33.8864
ATG,pigs,meat,industrial,FISHMEAL,27.1091
ATG,pigs,meat,industrial,Fruit from banana trees,0
ATG,pigs,meat,industrial,Grains from barley (Hordeum vulgare),0
ATG,pigs,meat,industrial,Grains from maize (Zea mays),135.5455
ATG,pigs,meat,industrial,Grains from millet,0
ATG,pigs,meat,industrial,Grains from rice,33.8864
ATG,pigs,meat,industrial,Grains from sorghum,0
ATG,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,162.6546
ATG,pigs,meat,industrial,Household food waste and other organic material used as feed,0
ATG,pigs,meat,industrial,Leguminous beans,0
ATG,pigs,meat,industrial,Molasses,0
ATG,pigs,meat,industrial,Oil palm kernel expeller,0
ATG,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,33.8864
ATG,pigs,meat,industrial,Residual plant material such as stems from banana,0
ATG,pigs,meat,industrial,SYNTHETIC,13.5546
ATG,pigs,meat,industrial,Wet by-product from grain industries,0
ABW,pigs,meat,industrial,Beans from soy,0
ABW,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
ABW,pigs,meat,industrial,By-products from cottonseed,0
ABW,pigs,meat,industrial,By-products from soy,135.4914
ABW,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
ABW,pigs,meat,industrial,Crop residues from sugarcane,0
ABW,pigs,meat,industrial,Dry by-product from grain industries,0
ABW,pigs,meat,industrial,FISHMEAL,0
ABW,pigs,meat,industrial,Fruit from banana trees,0
ABW,pigs,meat,industrial,Grains from barley (Hordeum vulgare),114.098
ABW,pigs,meat,industrial,Grains from maize (Zea mays),0
ABW,pigs,meat,industrial,Grains from millet,0
ABW,pigs,meat,industrial,Grains from rice,0
ABW,pigs,meat,industrial,Grains from sorghum,306.6384
ABW,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,142.6225
ABW,pigs,meat,industrial,Household food waste and other organic material used as feed,0
ABW,pigs,meat,industrial,Leguminous beans,0
ABW,pigs,meat,industrial,Molasses,0
ABW,pigs,meat,industrial,Oil palm kernel expeller,0
ABW,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,0
ABW,pigs,meat,industrial,Residual plant material such as stems from banana,0
ABW,pigs,meat,industrial,SYNTHETIC,14.2623
ABW,pigs,meat,industrial,Wet by-product from grain industries,0
BHS,pigs,meat,industrial,Beans from soy,28.0993
BHS,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
BHS,pigs,meat,industrial,By-products from cottonseed,0
BHS,pigs,meat,industrial,By-products from soy,175.6206
BHS,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
BHS,pigs,meat,industrial,Crop residues from sugarcane,0
BHS,pigs,meat,industrial,Dry by-product from grain industries,35.1241
BHS,pigs,meat,industrial,FISHMEAL,35.1241
BHS,pigs,meat,industrial,Fruit from banana trees,0
BHS,pigs,meat,industrial,Grains from barley (Hordeum vulgare),0
BHS,pigs,meat,industrial,Grains from maize (Zea mays),168.5958
BHS,pigs,meat,industrial,Grains from millet,0
BHS,pigs,meat,industrial,Grains from rice,140.4965
BHS,pigs,meat,industrial,Grains from sorghum,0
BHS,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,0
BHS,pigs,meat,industrial,Household food waste and other organic material used as feed,0
BHS,pigs,meat,industrial,Leguminous beans,0
BHS,pigs,meat,industrial,Molasses,0
BHS,pigs,meat,industrial,Oil palm kernel expeller,0
BHS,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,105.3724
BHS,pigs,meat,industrial,Residual plant material such as stems from banana,0
BHS,pigs,meat,industrial,SYNTHETIC,14.0496
BHS,pigs,meat,industrial,Wet by-product from grain industries,0
BRB,pigs,meat,industrial,Beans from soy,38.3883
BRB,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",10.996
BRB,pigs,meat,industrial,By-products from cottonseed,0.1892
BRB,pigs,meat,industrial,By-products from soy,157.9072
BRB,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.6808
BRB,pigs,meat,industrial,Crop residues from sugarcane,2.1679
BRB,pigs,meat,industrial,Dry by-product from grain industries,34.165
BRB,pigs,meat,industrial,FISHMEAL,22.5763
BRB,pigs,meat,industrial,Fruit from banana trees,0.3871
BRB,pigs,meat,industrial,Grains from barley (Hordeum vulgare),31.7728
BRB,pigs,meat,industrial,Grains from maize (Zea mays),148.2817
BRB,pigs,meat,industrial,Grains from millet,5.6967
BRB,pigs,meat,industrial,Grains from rice,59.8272
BRB,pigs,meat,industrial,Grains from sorghum,32.4403
BRB,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,100.6229
BRB,pigs,meat,industrial,Household food waste and other organic material used as feed,0
BRB,pigs,meat,industrial,Leguminous beans,2.7653
BRB,pigs,meat,industrial,Molasses,4.7618
BRB,pigs,meat,industrial,Oil palm kernel expeller,2.5708
BRB,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,44.4676
BRB,pigs,meat,industrial,Residual plant material such as stems from banana,0.3871
BRB,pigs,meat,industrial,SYNTHETIC,14.0985
BRB,pigs,meat,industrial,Wet by-product from grain industries,0
BES,pigs,meat,industrial,Beans from soy,27.9849
BES,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",12.3746
BES,pigs,meat,industrial,By-products from cottonseed,0.6791
BES,pigs,meat,industrial,By-products from soy,133.2738
BES,pigs,meat,industrial,Crop residue from leguminous plants cultivation,2.4438
BES,pigs,meat,industrial,Crop residues from sugarcane,7.7823
BES,pigs,meat,industrial,Dry by-product from grain industries,29.9389
BES,pigs,meat,industrial,FISHMEAL,19.7155
BES,pigs,meat,industrial,Fruit from banana trees,1.3895
BES,pigs,meat,industrial,Grains from barley (Hordeum vulgare),34.1875
BES,pigs,meat,industrial,Grains from maize (Zea mays),147.2122
BES,pigs,meat,industrial,Grains from millet,20.4495
BES,pigs,meat,industrial,Grains from rice,52.1747
BES,pigs,meat,industrial,Grains from sorghum,55.1246
BES,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,91.6535
BES,pigs,meat,industrial,Household food waste and other organic material used as feed,0
BES,pigs,meat,industrial,Leguminous beans,4.2216
BES,pigs,meat,industrial,Molasses,9.9626
BES,pigs,meat,industrial,Oil palm kernel expeller,2.0974
BES,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,45.529
BES,pigs,meat,industrial,Residual plant material such as stems from banana,1.3895
BES,pigs,meat,industrial,SYNTHETIC,13.5282
BES,pigs,meat,industrial,Wet by-product from grain industries,0
VGB,pigs,meat,industrial,Beans from soy,38.0421
VGB,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",10.8968
VGB,pigs,meat,industrial,By-products from cottonseed,0.1875
VGB,pigs,meat,industrial,By-products from soy,156.4831
VGB,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.6746
VGB,pigs,meat,industrial,Crop residues from sugarcane,2.1484
VGB,pigs,meat,industrial,Dry by-product from grain industries,33.8568
VGB,pigs,meat,industrial,FISHMEAL,22.3727
VGB,pigs,meat,industrial,Fruit from banana trees,0.3836
VGB,pigs,meat,industrial,Grains from barley (Hordeum vulgare),31.4862
VGB,pigs,meat,industrial,Grains from maize (Zea mays),146.9443
VGB,pigs,meat,industrial,Grains from millet,5.6453
VGB,pigs,meat,industrial,Grains from rice,59.2876
VGB,pigs,meat,industrial,Grains from sorghum,32.1477
VGB,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,99.7153
VGB,pigs,meat,industrial,Household food waste and other organic material used as feed,0
VGB,pigs,meat,industrial,Leguminous beans,2.7403
VGB,pigs,meat,industrial,Molasses,4.7189
VGB,pigs,meat,industrial,Oil palm kernel expeller,2.5476
VGB,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,44.0665
VGB,pigs,meat,industrial,Residual plant material such as stems from banana,0.3836
VGB,pigs,meat,industrial,SYNTHETIC,13.9714
VGB,pigs,meat,industrial,Wet by-product from grain industries,0
CYM,pigs,meat,industrial,Beans from soy,38.2789
CYM,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",10.9647
CYM,pigs,meat,industrial,By-products from cottonseed,0.1886
CYM,pigs,meat,industrial,By-products from soy,157.4573
CYM,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.6788
CYM,pigs,meat,industrial,Crop residues from sugarcane,2.1618
CYM,pigs,meat,industrial,Dry by-product from grain industries,34.0676
CYM,pigs,meat,industrial,FISHMEAL,22.512
CYM,pigs,meat,industrial,Fruit from banana trees,0.386
CYM,pigs,meat,industrial,Grains from barley (Hordeum vulgare),31.6822
CYM,pigs,meat,industrial,Grains from maize (Zea mays),147.8592
CYM,pigs,meat,industrial,Grains from millet,5.6804
CYM,pigs,meat,industrial,Grains from rice,59.6568
CYM,pigs,meat,industrial,Grains from sorghum,32.3478
CYM,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,100.3361
CYM,pigs,meat,industrial,Household food waste and other organic material used as feed,0
CYM,pigs,meat,industrial,Leguminous beans,2.7574
CYM,pigs,meat,industrial,Molasses,4.7483
CYM,pigs,meat,industrial,Oil palm kernel expeller,2.5635
CYM,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,44.3408
CYM,pigs,meat,industrial,Residual plant material such as stems from banana,0.386
CYM,pigs,meat,industrial,SYNTHETIC,14.0583
CYM,pigs,meat,industrial,Wet by-product from grain industries,0
CUB,pigs,meat,industrial,Beans from soy,28.5245
CUB,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
CUB,pigs,meat,industrial,By-products from cottonseed,0
CUB,pigs,meat,industrial,By-products from soy,178.2781
CUB,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
CUB,pigs,meat,industrial,Crop residues from sugarcane,0
CUB,pigs,meat,industrial,Dry by-product from grain industries,35.6556
CUB,pigs,meat,industrial,FISHMEAL,35.6556
CUB,pigs,meat,industrial,Fruit from banana trees,0
CUB,pigs,meat,industrial,Grains from barley (Hordeum vulgare),0
CUB,pigs,meat,industrial,Grains from maize (Zea mays),171.147
CUB,pigs,meat,industrial,Grains from millet,0
CUB,pigs,meat,industrial,Grains from rice,142.6225
CUB,pigs,meat,industrial,Grains from sorghum,0
CUB,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,0
CUB,pigs,meat,industrial,Household food waste and other organic material used as feed,0
CUB,pigs,meat,industrial,Leguminous beans,0
CUB,pigs,meat,industrial,Molasses,0
CUB,pigs,meat,industrial,Oil palm kernel expeller,0
CUB,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,106.9669
CUB,pigs,meat,industrial,Residual plant material such as stems from banana,0
CUB,pigs,meat,industrial,SYNTHETIC,14.2623
CUB,pigs,meat,industrial,Wet by-product from grain industries,0
CUW,pigs,meat,industrial,Beans from soy,27.9849
CUW,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",12.3746
CUW,pigs,meat,industrial,By-products from cottonseed,0.6791
CUW,pigs,meat,industrial,By-products from soy,133.2738
CUW,pigs,meat,industrial,Crop residue from leguminous plants cultivation,2.4438
CUW,pigs,meat,industrial,Crop residues from sugarcane,7.7823
CUW,pigs,meat,industrial,Dry by-product from grain industries,29.9389
CUW,pigs,meat,industrial,FISHMEAL,19.7155
CUW,pigs,meat,industrial,Fruit from banana trees,1.3895
CUW,pigs,meat,industrial,Grains from barley (Hordeum vulgare),34.1875
CUW,pigs,meat,industrial,Grains from maize (Zea mays),147.2122
CUW,pigs,meat,industrial,Grains from millet,20.4495
CUW,pigs,meat,industrial,Grains from rice,52.1747
CUW,pigs,meat,industrial,Grains from sorghum,55.1246
CUW,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,91.6535
CUW,pigs,meat,industrial,Household food waste and other organic material used as feed,0
CUW,pigs,meat,industrial,Leguminous beans,4.2216
CUW,pigs,meat,industrial,Molasses,9.9626
CUW,pigs,meat,industrial,Oil palm kernel expeller,2.0974
CUW,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,45.529
CUW,pigs,meat,industrial,Residual plant material such as stems from banana,1.3895
CUW,pigs,meat,industrial,SYNTHETIC,13.5282
CUW,pigs,meat,industrial,Wet by-product from grain industries,0
DMA,pigs,meat,industrial,Beans from soy,67.773
DMA,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
DMA,pigs,meat,industrial,By-products from cottonseed,0
DMA,pigs,meat,industrial,By-products from soy,169.4326
DMA,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
DMA,pigs,meat,industrial,Crop residues from sugarcane,0
DMA,pigs,meat,industrial,Dry by-product from grain industries,33.8865
DMA,pigs,meat,industrial,FISHMEAL,27.1092
DMA,pigs,meat,industrial,Fruit from banana trees,0
DMA,pigs,meat,industrial,Grains from barley (Hordeum vulgare),0
DMA,pigs,meat,industrial,Grains from maize (Zea mays),135.5461
DMA,pigs,meat,industrial,Grains from millet,0
DMA,pigs,meat,industrial,Grains from rice,33.8865
DMA,pigs,meat,industrial,Grains from sorghum,0
DMA,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,162.6553
DMA,pigs,meat,industrial,Household food waste and other organic material used as feed,0
DMA,pigs,meat,industrial,Leguminous beans,0
DMA,pigs,meat,industrial,Molasses,0
DMA,pigs,meat,industrial,Oil palm kernel expeller,0
DMA,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,33.8865
DMA,pigs,meat,industrial,Residual plant material such as stems from banana,0
DMA,pigs,meat,industrial,SYNTHETIC,13.5546
DMA,pigs,meat,industrial,Wet by-product from grain industries,0
DOM,pigs,meat,industrial,Beans from soy,67.7748
DOM,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
DOM,pigs,meat,industrial,By-products from cottonseed,0
DOM,pigs,meat,industrial,By-products from soy,169.4369
DOM,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
DOM,pigs,meat,industrial,Crop residues from sugarcane,0
DOM,pigs,meat,industrial,Dry by-product from grain industries,33.8874
DOM,pigs,meat,industrial,FISHMEAL,27.1099
DOM,pigs,meat,industrial,Fruit from banana trees,0
DOM,pigs,meat,industrial,Grains from barley (Hordeum vulgare),0
DOM,pigs,meat,industrial,Grains from maize (Zea mays),135.5495
DOM,pigs,meat,industrial,Grains from millet,0
DOM,pigs,meat,industrial,Grains from rice,33.8874
DOM,pigs,meat,industrial,Grains from sorghum,0
DOM,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,162.6594
DOM,pigs,meat,industrial,Household food waste and other organic material used as feed,0
DOM,pigs,meat,industrial,Leguminous beans,0
DOM,pigs,meat,industrial,Molasses,0
DOM,pigs,meat,industrial,Oil palm kernel expeller,0
DOM,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,33.8874
DOM,pigs,meat,industrial,Residual plant material such as stems from banana,0
DOM,pigs,meat,industrial,SYNTHETIC,13.555
DOM,pigs,meat,industrial,Wet by-product from grain industries,0
GRD,pigs,meat,industrial,Beans from soy,43.9455
GRD,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",12.5878
GRD,pigs,meat,industrial,By-products from cottonseed,0.2165
GRD,pigs,meat,industrial,By-products from soy,180.7662
GRD,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0.7793
GRD,pigs,meat,industrial,Crop residues from sugarcane,2.4818
GRD,pigs,meat,industrial,Dry by-product from grain industries,39.1108
GRD,pigs,meat,industrial,FISHMEAL,25.8445
GRD,pigs,meat,industrial,Fruit from banana trees,0.4431
GRD,pigs,meat,industrial,Grains from barley (Hordeum vulgare),36.3723
GRD,pigs,meat,industrial,Grains from maize (Zea mays),169.7473
GRD,pigs,meat,industrial,Grains from millet,6.5213
GRD,pigs,meat,industrial,Grains from rice,68.488
GRD,pigs,meat,industrial,Grains from sorghum,37.1364
GRD,pigs,meat,industrial,Grains from wheat (Triticum aestivum).,115.1892
GRD,pigs,meat,industrial,Household food waste and other organic material used as feed,0
GRD,pigs,meat,industrial,Leguminous beans,3.1656
GRD,pigs,meat,industrial,Molasses,5.4512
GRD,pigs,meat,industrial,Oil palm kernel expeller,2.943
GRD,pigs,meat,industrial,Pellets from cassava (Manihot esculenta) roots,50.9048
GRD,pigs,meat,industrial,Residual plant material such as stems from banana,0.4431
GRD,pigs,meat,industrial,SYNTHETIC,16.1394
GRD,pigs,meat,industrial,Wet by-product from grain industries,0
GLP,pigs,meat,industrial,Beans from soy,71.3113
GLP,pigs,meat,industrial,"By-product from oil production other than soy, cottonse",0
GLP,pigs,meat,industrial,By-products from cottonseed,0
GLP,pigs,meat,industrial,By-products from soy,178.2781
GLP,pigs,meat,industrial,Crop residue from leguminous plants cultivation,0
GLP,pigs,meat,industrial,Crop residues from sugarcane,0
GLP,pigs,meat,industrial,Dry by-product from grain industries,35.6556
GLP,pigs,meat,industrial,FISHMEAL,28.5245
GLP,pigs,meat,industrial,Fruit from banana trees,0
GLP,pigs,meat,industrial,Grains from barley (Hordeum vulgare),0
GLP,pigs,meat,industrial,Grains from maize (Zea mays),142.6225
GLP,pigs,meat,industrial,Grains from millet,0
GLP,pigs,meat,industrial,Grains from rice,35.6556
GLP,pigs,meat,industrial,Grains from sorghum,0
