"region","species","variable","units","year","value","gapfilled"
"Sør-Trøndelag","Salmon","stock_dec_31_count","1000x","2014",32314,NA
"Sør-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2014",19.7512054001929,"gapfilled"
"Sør-Trøndelag","Other fish species","stock_dec_31_count","1000x","2014",911.248794599807,"gapfilled"
"Nord-Trøndelag","Salmon","stock_dec_31_count","1000x","2014",29546.9974592911,"gapfilled"
"Nord-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2014",0,NA
"Nord-Trøndelag","Other fish species","stock_dec_31_count","1000x","2014",413.00254070892,"gapfilled"
"Nordland","Salmon","stock_dec_31_count","1000x","2014",71581,NA
"Nordland","Rainbow trout","stock_dec_31_count","1000x","2014",1115.84026189161,"gapfilled"
"Nordland","Other fish species","stock_dec_31_count","1000x","2014",1266.15973810839,"gapfilled"
"Troms","Salmon","stock_dec_31_count","1000x","2014",52585.873461062,"gapfilled"
"Troms","Rainbow trout","stock_dec_31_count","1000x","2014",1618.12653893798,"gapfilled"
"Troms","Other fish species","stock_dec_31_count","1000x","2014",0,NA
"Finnmark","Salmon","stock_dec_31_count","1000x","2014",30680,NA
"Finnmark","Rainbow trout","stock_dec_31_count","1000x","2014",167.224080267559,"gapfilled"
"Finnmark","Other fish species","stock_dec_31_count","1000x","2014",32.7759197324415,"gapfilled"
"Other Counties","Salmon","stock_dec_31_count","1000x","2014",6040,NA
"Other Counties","Rainbow trout","stock_dec_31_count","1000x","2014",61,NA
"Other Counties","Other fish species","stock_dec_31_count","1000x","2014",355,NA
"Rogaland","Salmon","tonnes_fish","tonnes","2014",61436,NA
"Rogaland","Rainbow trout","tonnes_fish","tonnes","2014",247.770491803279,"gapfilled"
"Rogaland","Char","tonnes_fish","tonnes","2014",0,NA
"Rogaland","Cod","tonnes_fish","tonnes","2014",439.229508196721,"gapfilled"
"Rogaland","Halibut","tonnes_fish","tonnes","2014",0,"gapfilled"
"Rogaland","Shellfish","tonnes_fish","tonnes","2014",21,NA
"Rogaland","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Hordaland","Salmon","tonnes_fish","tonnes","2014",172004,NA
"Hordaland","Rainbow trout","tonnes_fish","tonnes","2014",36867,NA
"Hordaland","Char","tonnes_fish","tonnes","2014",0,NA
"Hordaland","Cod","tonnes_fish","tonnes","2014",0,NA
"Hordaland","Halibut","tonnes_fish","tonnes","2014",0,"gapfilled"
"Hordaland","Shellfish","tonnes_fish","tonnes","2014",36,"gapfilled"
"Hordaland","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Sogn og Fjordane","Salmon","tonnes_fish","tonnes","2014",97071,NA
"Sogn og Fjordane","Rainbow trout","tonnes_fish","tonnes","2014",14643,NA
"Sogn og Fjordane","Char","tonnes_fish","tonnes","2014",0,NA
"Sogn og Fjordane","Cod","tonnes_fish","tonnes","2014",1098,NA
"Sogn og Fjordane","Halibut","tonnes_fish","tonnes","2014",0,"gapfilled"
"Sogn og Fjordane","Shellfish","tonnes_fish","tonnes","2014",1159,"gapfilled"
"Sogn og Fjordane","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Møre og Romsdal","Salmon","tonnes_fish","tonnes","2014",123476,NA
"Møre og Romsdal","Rainbow trout","tonnes_fish","tonnes","2014",9379.59110011523,"gapfilled"
"Møre og Romsdal","Char","tonnes_fish","tonnes","2014",0,NA
"Møre og Romsdal","Cod","tonnes_fish","tonnes","2014",0,NA
"Møre og Romsdal","Halibut","tonnes_fish","tonnes","2014",766.11638310852,"gapfilled"
"Møre og Romsdal","Shellfish","tonnes_fish","tonnes","2014",9.2925167762489,"gapfilled"
"Møre og Romsdal","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Trøndelag","Salmon","tonnes_fish","tonnes","2014",0,NA
"Trøndelag","Rainbow trout","tonnes_fish","tonnes","2014",0,NA
"Trøndelag","Char","tonnes_fish","tonnes","2014",0,NA
"Trøndelag","Cod","tonnes_fish","tonnes","2014",0,NA
"Trøndelag","Halibut","tonnes_fish","tonnes","2014",0,NA
"Trøndelag","Shellfish","tonnes_fish","tonnes","2014",0,NA
"Trøndelag","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Sør-Trøndelag","Salmon","tonnes_fish","tonnes","2014",205471,NA
"Sør-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2014",35,"gapfilled"
"Sør-Trøndelag","Char","tonnes_fish","tonnes","2014",0,"gapfilled"
"Sør-Trøndelag","Cod","tonnes_fish","tonnes","2014",0,NA
"Sør-Trøndelag","Halibut","tonnes_fish","tonnes","2014",0,NA
"Sør-Trøndelag","Shellfish","tonnes_fish","tonnes","2014",970,NA
"Sør-Trøndelag","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Nord-Trøndelag","Salmon","tonnes_fish","tonnes","2014",103572,NA
"Nord-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2014",0,NA
"Nord-Trøndelag","Char","tonnes_fish","tonnes","2014",0,NA
"Nord-Trøndelag","Cod","tonnes_fish","tonnes","2014",0,NA
"Nord-Trøndelag","Halibut","tonnes_fish","tonnes","2014",0,NA
"Nord-Trøndelag","Shellfish","tonnes_fish","tonnes","2014",517,NA
"Nord-Trøndelag","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Nordland","Salmon","tonnes_fish","tonnes","2014",233568,NA
"Nordland","Rainbow trout","tonnes_fish","tonnes","2014",6084,"gapfilled"
"Nordland","Char","tonnes_fish","tonnes","2014",219,NA
"Nordland","Cod","tonnes_fish","tonnes","2014",253,NA
"Nordland","Halibut","tonnes_fish","tonnes","2014",0,"gapfilled"
"Nordland","Shellfish","tonnes_fish","tonnes","2014",384,NA
"Nordland","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Troms","Salmon","tonnes_fish","tonnes","2014",149638,NA
"Troms","Rainbow trout","tonnes_fish","tonnes","2014",0,NA
"Troms","Char","tonnes_fish","tonnes","2014",0,NA
"Troms","Cod","tonnes_fish","tonnes","2014",4,"gapfilled"
"Troms","Halibut","tonnes_fish","tonnes","2014",0,NA
"Troms","Shellfish","tonnes_fish","tonnes","2014",0,"gapfilled"
"Troms","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Finnmark","Salmon","tonnes_fish","tonnes","2014",95676,NA
"Finnmark","Rainbow trout","tonnes_fish","tonnes","2014",2012,"gapfilled"
"Finnmark","Char","tonnes_fish","tonnes","2014",0,"gapfilled"
"Finnmark","Cod","tonnes_fish","tonnes","2014",0,NA
"Finnmark","Halibut","tonnes_fish","tonnes","2014",0,NA
"Finnmark","Shellfish","tonnes_fish","tonnes","2014",0,NA
"Finnmark","Other fish species","tonnes_fish","tonnes","2014",0,NA
"Other Counties","Salmon","tonnes_fish","tonnes","2014",16443,NA
"Other Counties","Rainbow trout","tonnes_fish","tonnes","2014",96,NA
"Other Counties","Char","tonnes_fish","tonnes","2014",0,"gapfilled"
"Other Counties","Cod","tonnes_fish","tonnes","2014",0,NA
"Other Counties","Halibut","tonnes_fish","tonnes","2014",0,NA
"Other Counties","Shellfish","tonnes_fish","tonnes","2014",41,NA
"Other Counties","Other fish species","tonnes_fish","tonnes","2014",211,"gapfilled"
"Rogaland","Salmon","Stock_Jan1_count","1000x","2015",28003,NA
"Rogaland","Rainbow trout","Stock_Jan1_count","1000x","2015",37,NA
"Rogaland","Other fish species","Stock_Jan1_count","1000x","2015",934,NA
"Hordaland","Salmon","Stock_Jan1_count","1000x","2015",49892,NA
"Hordaland","Rainbow trout","Stock_Jan1_count","1000x","2015",12014,NA
"Hordaland","Other fish species","Stock_Jan1_count","1000x","2015",5,NA
"Sogn og Fjordane","Salmon","Stock_Jan1_count","1000x","2015",29690,NA
"Sogn og Fjordane","Rainbow trout","Stock_Jan1_count","1000x","2015",5158.00751956102,"gapfilled"
"Sogn og Fjordane","Other fish species","Stock_Jan1_count","1000x","2015",1033.99248043898,"gapfilled"
"Møre og Romsdal","Salmon","Stock_Jan1_count","1000x","2015",48410,NA
"Møre og Romsdal","Rainbow trout","Stock_Jan1_count","1000x","2015",2470.92716837766,"gapfilled"
"Møre og Romsdal","Other fish species","Stock_Jan1_count","1000x","2015",1657.07283162234,"gapfilled"
"Trøndelag","Salmon","Stock_Jan1_count","1000x","2015",0,NA
"Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2015",0,NA
"Trøndelag","Other fish species","Stock_Jan1_count","1000x","2015",0,NA
"Sør-Trøndelag","Salmon","Stock_Jan1_count","1000x","2015",34035,NA
"Sør-Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2015",73.6020278833967,"gapfilled"
"Sør-Trøndelag","Other fish species","Stock_Jan1_count","1000x","2015",780.397972116603,"gapfilled"
"Nord-Trøndelag","Salmon","Stock_Jan1_count","1000x","2015",28853,NA
"Nord-Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2015",0,"gapfilled"
"Nord-Trøndelag","Other fish species","Stock_Jan1_count","1000x","2015",0,"gapfilled"
"Nordland","Salmon","Stock_Jan1_count","1000x","2015",72830,NA
"Nordland","Rainbow trout","Stock_Jan1_count","1000x","2015",1931,NA
"Nordland","Other fish species","Stock_Jan1_count","1000x","2015",452,NA
"Troms","Salmon","Stock_Jan1_count","1000x","2015",53345,NA
"Troms","Rainbow trout","Stock_Jan1_count","1000x","2015",662.339392176821,"gapfilled"
"Troms","Other fish species","Stock_Jan1_count","1000x","2015",158.660607823179,"gapfilled"
"Finnmark","Salmon","Stock_Jan1_count","1000x","2015",30680,NA
"Finnmark","Rainbow trout","Stock_Jan1_count","1000x","2015",0,NA
"Finnmark","Other fish species","Stock_Jan1_count","1000x","2015",0,NA
"Other Counties","Salmon","Stock_Jan1_count","1000x","2015",6380,NA
"Other Counties","Rainbow trout","Stock_Jan1_count","1000x","2015",61,NA
"Other Counties","Other fish species","Stock_Jan1_count","1000x","2015",355,NA
"Rogaland","Salmon","supplies_count","1000x","2015",19392,NA
"Rogaland","Rainbow trout","supplies_count","1000x","2015",8,NA
"Rogaland","Other fish species","supplies_count","1000x","2015",458,NA
"Hordaland","Salmon","supplies_count","1000x","2015",45944,NA
"Hordaland","Rainbow trout","supplies_count","1000x","2015",10600,NA
"Hordaland","Other fish species","supplies_count","1000x","2015",116,NA
"Sogn og Fjordane","Salmon","supplies_count","1000x","2015",24201,NA
"Sogn og Fjordane","Rainbow trout","supplies_count","1000x","2015",4618.85155695704,"gapfilled"
"Sogn og Fjordane","Other fish species","supplies_count","1000x","2015",803.148443042964,"gapfilled"
"Møre og Romsdal","Salmon","supplies_count","1000x","2015",14952,NA
"Møre og Romsdal","Rainbow trout","supplies_count","1000x","2015",1873.72384911659,"gapfilled"
"Møre og Romsdal","Other fish species","supplies_count","1000x","2015",559.276150883414,"gapfilled"
"Trøndelag","Salmon","supplies_count","1000x","2015",0,NA
"Trøndelag","Rainbow trout","supplies_count","1000x","2015",0,NA
"Trøndelag","Other fish species","supplies_count","1000x","2015",0,NA
"Sør-Trøndelag","Salmon","supplies_count","1000x","2015",53243,NA
"Sør-Trøndelag","Rainbow trout","supplies_count","1000x","2015",2.14198286413709,"gapfilled"
"Sør-Trøndelag","Other fish species","supplies_count","1000x","2015",172.858017135863,"gapfilled"
"Nord-Trøndelag","Salmon","supplies_count","1000x","2015",25619,NA
"Nord-Trøndelag","Rainbow trout","supplies_count","1000x","2015",0,"gapfilled"
"Nord-Trøndelag","Other fish species","supplies_count","1000x","2015",177,"gapfilled"
"Nordland","Salmon","supplies_count","1000x","2015",57614,NA
"Nordland","Rainbow trout","supplies_count","1000x","2015",1539,NA
"Nordland","Other fish species","supplies_count","1000x","2015",412,NA
"Troms","Salmon","supplies_count","1000x","2015",41159,NA
"Troms","Rainbow trout","supplies_count","1000x","2015",0,"gapfilled"
"Troms","Other fish species","supplies_count","1000x","2015",0,"gapfilled"
"Finnmark","Salmon","supplies_count","1000x","2015",24880,NA
"Finnmark","Rainbow trout","supplies_count","1000x","2015",0,NA
"Finnmark","Other fish species","supplies_count","1000x","2015",0,NA
"Other Counties","Salmon","supplies_count","1000x","2015",5723,NA
"Other Counties","Rainbow trout","supplies_count","1000x","2015",146,NA
"Other Counties","Other fish species","supplies_count","1000x","2015",165,NA
"Rogaland","Salmon","delivered_for_sale_count","1000x","2015",16446,NA
"Rogaland","Rainbow trout","delivered_for_sale_count","1000x","2015",8,NA
"Rogaland","Other fish species","delivered_for_sale_count","1000x","2015",115,NA
"Hordaland","Salmon","delivered_for_sale_count","1000x","2015",32538,NA
"Hordaland","Rainbow trout","delivered_for_sale_count","1000x","2015",8783,NA
"Hordaland","Other fish species","delivered_for_sale_count","1000x","2015",0,NA
"Sogn og Fjordane","Salmon","delivered_for_sale_count","1000x","2015",20207,NA
"Sogn og Fjordane","Rainbow trout","delivered_for_sale_count","1000x","2015",3871.56878169962,"gapfilled"
"Sogn og Fjordane","Other fish species","delivered_for_sale_count","1000x","2015",601.431218300383,"gapfilled"
"Møre og Romsdal","Salmon","delivered_for_sale_count","1000x","2015",36319,NA
"Møre og Romsdal","Rainbow trout","delivered_for_sale_count","1000x","2015",2280.56487025948,"gapfilled"
"Møre og Romsdal","Other fish species","delivered_for_sale_count","1000x","2015",726.435129740519,"gapfilled"
"Trøndelag","Salmon","delivered_for_sale_count","1000x","2015",0,NA
"Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2015",0,NA
"Trøndelag","Other fish species","delivered_for_sale_count","1000x","2015",0,NA
"Sør-Trøndelag","Salmon","delivered_for_sale_count","1000x","2015",26027,NA
"Sør-Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2015",34.5438596491228,"gapfilled"
"Sør-Trøndelag","Other fish species","delivered_for_sale_count","1000x","2015",144.456140350877,"gapfilled"
"Nord-Trøndelag","Salmon","delivered_for_sale_count","1000x","2015",26348,NA
"Nord-Trøndelag","Rainbow trout","delivered_for_sale_count","1000x","2015",0,"gapfilled"
"Nord-Trøndelag","Other fish species","delivered_for_sale_count","1000x","2015",0,"gapfilled"
"Nordland","Salmon","delivered_for_sale_count","1000x","2015",51358,NA
"Nordland","Rainbow trout","delivered_for_sale_count","1000x","2015",976,NA
"Nordland","Other fish species","delivered_for_sale_count","1000x","2015",438,NA
"Troms","Salmon","delivered_for_sale_count","1000x","2015",33074,NA
"Troms","Rainbow trout","delivered_for_sale_count","1000x","2015",596.688395931769,"gapfilled"
"Troms","Other fish species","delivered_for_sale_count","1000x","2015",141.311604068231,"gapfilled"
"Finnmark","Salmon","delivered_for_sale_count","1000x","2015",16902,NA
"Finnmark","Rainbow trout","delivered_for_sale_count","1000x","2015",0,NA
"Finnmark","Other fish species","delivered_for_sale_count","1000x","2015",0,NA
"Other Counties","Salmon","delivered_for_sale_count","1000x","2015",3344,NA
"Other Counties","Rainbow trout","delivered_for_sale_count","1000x","2015",109,NA
"Other Counties","Other fish species","delivered_for_sale_count","1000x","2015",140,NA
"Rogaland","Salmon","loss_count","1000x","2015",4188,NA
"Rogaland","Rainbow trout","loss_count","1000x","2015",10,NA
"Rogaland","Other fish species","loss_count","1000x","2015",78,NA
"Hordaland","Salmon","loss_count","1000x","2015",8970,NA
"Hordaland","Rainbow trout","loss_count","1000x","2015",1871,NA
"Hordaland","Other fish species","loss_count","1000x","2015",31,NA
"Sogn og Fjordane","Salmon","loss_count","1000x","2015",3104,NA
"Sogn og Fjordane","Rainbow trout","loss_count","1000x","2015",641.372795969773,"gapfilled"
"Sogn og Fjordane","Other fish species","loss_count","1000x","2015",233.627204030227,"gapfilled"
"Møre og Romsdal","Salmon","loss_count","1000x","2015",5261,NA
"Møre og Romsdal","Rainbow trout","loss_count","1000x","2015",170.074994453073,"gapfilled"
"Møre og Romsdal","Other fish species","loss_count","1000x","2015",235.925005546927,"gapfilled"
"Trøndelag","Salmon","loss_count","1000x","2015",0,NA
"Trøndelag","Rainbow trout","loss_count","1000x","2015",0,NA
"Trøndelag","Other fish species","loss_count","1000x","2015",0,NA
"Sør-Trøndelag","Salmon","loss_count","1000x","2015",5215,NA
"Sør-Trøndelag","Rainbow trout","loss_count","1000x","2015",21.5825242718447,"gapfilled"
"Sør-Trøndelag","Other fish species","loss_count","1000x","2015",149.417475728155,"gapfilled"
"Nord-Trøndelag","Salmon","loss_count","1000x","2015",2392,NA
"Nord-Trøndelag","Rainbow trout","loss_count","1000x","2015",0,"gapfilled"
"Nord-Trøndelag","Other fish species","loss_count","1000x","2015",6,"gapfilled"
"Nordland","Salmon","loss_count","1000x","2015",9125,NA
"Nordland","Rainbow trout","loss_count","1000x","2015",377,NA
"Nordland","Other fish species","loss_count","1000x","2015",78,NA
"Troms","Salmon","loss_count","1000x","2015",5271,NA
"Troms","Rainbow trout","loss_count","1000x","2015",46.3886500429923,"gapfilled"
"Troms","Other fish species","loss_count","1000x","2015",36.6113499570077,"gapfilled"
"Finnmark","Salmon","loss_count","1000x","2015",7127,NA
"Finnmark","Rainbow trout","loss_count","1000x","2015",0,NA
"Finnmark","Other fish species","loss_count","1000x","2015",0,NA
"Other Counties","Salmon","loss_count","1000x","2015",1098,NA
"Other Counties","Rainbow trout","loss_count","1000x","2015",6,NA
"Other Counties","Other fish species","loss_count","1000x","2015",24,NA
"Rogaland","Salmon","stock_dec_31_count","1000x","2015",26761,NA
"Rogaland","Rainbow trout","stock_dec_31_count","1000x","2015",27,NA
"Rogaland","Other fish species","stock_dec_31_count","1000x","2015",1199,NA
"Hordaland","Salmon","stock_dec_31_count","1000x","2015",54327,NA
"Hordaland","Rainbow trout","stock_dec_31_count","1000x","2015",11959,NA
"Hordaland","Other fish species","stock_dec_31_count","1000x","2015",90,NA
"Sogn og Fjordane","Salmon","stock_dec_31_count","1000x","2015",30581,NA
"Sogn og Fjordane","Rainbow trout","stock_dec_31_count","1000x","2015",5275.93738985549,"gapfilled"
"Sogn og Fjordane","Other fish species","stock_dec_31_count","1000x","2015",989.062610144509,"gapfilled"
"Møre og Romsdal","Salmon","stock_dec_31_count","1000x","2015",21783,NA
"Møre og Romsdal","Rainbow trout","stock_dec_31_count","1000x","2015",2053.77140415024,"gapfilled"
"Møre og Romsdal","Other fish species","stock_dec_31_count","1000x","2015",1094.22859584976,"gapfilled"
"Trøndelag","Salmon","stock_dec_31_count","1000x","2015",0,NA
"Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2015",0,NA
"Trøndelag","Other fish species","stock_dec_31_count","1000x","2015",0,NA
"Sør-Trøndelag","Salmon","stock_dec_31_count","1000x","2015",56037,NA
"Sør-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2015",14.4262295081967,"gapfilled"
"Sør-Trøndelag","Other fish species","stock_dec_31_count","1000x","2015",665.573770491803,"gapfilled"
"Nord-Trøndelag","Salmon","stock_dec_31_count","1000x","2015",25733,NA
"Nord-Trøndelag","Rainbow trout","stock_dec_31_count","1000x","2015",0,"gapfilled"
"Nord-Trøndelag","Other fish species","stock_dec_31_count","1000x","2015",171,"gapfilled"
"Nordland","Salmon","stock_dec_31_count","1000x","2015",69960,NA
"Nordland","Rainbow trout","stock_dec_31_count","1000x","2015",2115,NA
"Nordland","Other fish species","stock_dec_31_count","1000x","2015",348,NA
"Troms","Salmon","stock_dec_31_count","1000x","2015",56159,NA
"Troms","Rainbow trout","stock_dec_31_count","1000x","2015",0,"gapfilled"
"Troms","Other fish species","stock_dec_31_count","1000x","2015",0,"gapfilled"
"Finnmark","Salmon","stock_dec_31_count","1000x","2015",31531,NA
"Finnmark","Rainbow trout","stock_dec_31_count","1000x","2015",0,NA
"Finnmark","Other fish species","stock_dec_31_count","1000x","2015",0,NA
"Other Counties","Salmon","stock_dec_31_count","1000x","2015",7661,NA
"Other Counties","Rainbow trout","stock_dec_31_count","1000x","2015",92,NA
"Other Counties","Other fish species","stock_dec_31_count","1000x","2015",356,NA
"Rogaland","Salmon","tonnes_fish","tonnes","2015",83055,NA
"Rogaland","Rainbow trout","tonnes_fish","tonnes","2015",186.819672131148,"gapfilled"
"Rogaland","Char","tonnes_fish","tonnes","2015",0,NA
"Rogaland","Cod","tonnes_fish","tonnes","2015",331.180327868852,"gapfilled"
"Rogaland","Halibut","tonnes_fish","tonnes","2015",0,"gapfilled"
"Rogaland","Shellfish","tonnes_fish","tonnes","2015",7,NA
"Rogaland","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Hordaland","Salmon","tonnes_fish","tonnes","2015",164058,NA
"Hordaland","Rainbow trout","tonnes_fish","tonnes","2015",35628,NA
"Hordaland","Char","tonnes_fish","tonnes","2015",0,NA
"Hordaland","Cod","tonnes_fish","tonnes","2015",0,NA
"Hordaland","Halibut","tonnes_fish","tonnes","2015",0,NA
"Hordaland","Shellfish","tonnes_fish","tonnes","2015",29,NA
"Hordaland","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Sogn og Fjordane","Salmon","tonnes_fish","tonnes","2015",100484,NA
"Sogn og Fjordane","Rainbow trout","tonnes_fish","tonnes","2015",19562,NA
"Sogn og Fjordane","Char","tonnes_fish","tonnes","2015",0,NA
"Sogn og Fjordane","Cod","tonnes_fish","tonnes","2015",0,NA
"Sogn og Fjordane","Halibut","tonnes_fish","tonnes","2015",0,"gapfilled"
"Sogn og Fjordane","Shellfish","tonnes_fish","tonnes","2015",120,NA
"Sogn og Fjordane","Other fish species","tonnes_fish","tonnes","2015",0,"gapfilled"
"Møre og Romsdal","Salmon","tonnes_fish","tonnes","2015",171091,NA
"Møre og Romsdal","Rainbow trout","tonnes_fish","tonnes","2015",7944.25042364265,"gapfilled"
"Møre og Romsdal","Char","tonnes_fish","tonnes","2015",0,NA
"Møre og Romsdal","Cod","tonnes_fish","tonnes","2015",0,NA
"Møre og Romsdal","Halibut","tonnes_fish","tonnes","2015",648.879075442283,"gapfilled"
"Møre og Romsdal","Shellfish","tonnes_fish","tonnes","2015",7.87050091506812,"gapfilled"
"Møre og Romsdal","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Trøndelag","Salmon","tonnes_fish","tonnes","2015",0,NA
"Trøndelag","Rainbow trout","tonnes_fish","tonnes","2015",0,NA
"Trøndelag","Char","tonnes_fish","tonnes","2015",0,NA
"Trøndelag","Cod","tonnes_fish","tonnes","2015",0,NA
"Trøndelag","Halibut","tonnes_fish","tonnes","2015",0,NA
"Trøndelag","Shellfish","tonnes_fish","tonnes","2015",0,NA
"Trøndelag","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Sør-Trøndelag","Salmon","tonnes_fish","tonnes","2015",142527,NA
"Sør-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2015",567,"gapfilled"
"Sør-Trøndelag","Char","tonnes_fish","tonnes","2015",0,"gapfilled"
"Sør-Trøndelag","Cod","tonnes_fish","tonnes","2015",0,NA
"Sør-Trøndelag","Halibut","tonnes_fish","tonnes","2015",0,NA
"Sør-Trøndelag","Shellfish","tonnes_fish","tonnes","2015",1137,NA
"Sør-Trøndelag","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Nord-Trøndelag","Salmon","tonnes_fish","tonnes","2015",109298,NA
"Nord-Trøndelag","Rainbow trout","tonnes_fish","tonnes","2015",0,NA
"Nord-Trøndelag","Char","tonnes_fish","tonnes","2015",0,NA
"Nord-Trøndelag","Cod","tonnes_fish","tonnes","2015",0,NA
"Nord-Trøndelag","Halibut","tonnes_fish","tonnes","2015",0,NA
"Nord-Trøndelag","Shellfish","tonnes_fish","tonnes","2015",1286,NA
"Nord-Trøndelag","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Nordland","Salmon","tonnes_fish","tonnes","2015",262252,NA
"Nordland","Rainbow trout","tonnes_fish","tonnes","2015",1643.38149044037,"gapfilled"
"Nordland","Char","tonnes_fish","tonnes","2015",238,NA
"Nordland","Cod","tonnes_fish","tonnes","2015",3346.61850955963,"gapfilled"
"Nordland","Halibut","tonnes_fish","tonnes","2015",0,"gapfilled"
"Nordland","Shellfish","tonnes_fish","tonnes","2015",180,NA
"Nordland","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Troms","Salmon","tonnes_fish","tonnes","2015",163767,NA
"Troms","Rainbow trout","tonnes_fish","tonnes","2015",4279,"gapfilled"
"Troms","Char","tonnes_fish","tonnes","2015",0,NA
"Troms","Cod","tonnes_fish","tonnes","2015",0,NA
"Troms","Halibut","tonnes_fish","tonnes","2015",0,NA
"Troms","Shellfish","tonnes_fish","tonnes","2015",0,"gapfilled"
"Troms","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Finnmark","Salmon","tonnes_fish","tonnes","2015",90482,NA
"Finnmark","Rainbow trout","tonnes_fish","tonnes","2015",0,NA
"Finnmark","Char","tonnes_fish","tonnes","2015",0,NA
"Finnmark","Cod","tonnes_fish","tonnes","2015",0,NA
"Finnmark","Halibut","tonnes_fish","tonnes","2015",0,NA
"Finnmark","Shellfish","tonnes_fish","tonnes","2015",0,NA
"Finnmark","Other fish species","tonnes_fish","tonnes","2015",0,NA
"Other Counties","Salmon","tonnes_fish","tonnes","2015",16332,NA
"Other Counties","Rainbow trout","tonnes_fish","tonnes","2015",101,NA
"Other Counties","Char","tonnes_fish","tonnes","2015",0,"gapfilled"
"Other Counties","Cod","tonnes_fish","tonnes","2015",0,NA
"Other Counties","Halibut","tonnes_fish","tonnes","2015",0,NA
"Other Counties","Shellfish","tonnes_fish","tonnes","2015",2,NA
"Other Counties","Other fish species","tonnes_fish","tonnes","2015",214,"gapfilled"
"Rogaland","Salmon","Stock_Jan1_count","1000x","2016",26761,NA
"Rogaland","Rainbow trout","Stock_Jan1_count","1000x","2016",30,NA
"Rogaland","Other fish species","Stock_Jan1_count","1000x","2016",1199,NA
"Hordaland","Salmon","Stock_Jan1_count","1000x","2016",54359,NA
"Hordaland","Rainbow trout","Stock_Jan1_count","1000x","2016",12112,NA
"Hordaland","Other fish species","Stock_Jan1_count","1000x","2016",80,NA
"Sogn og Fjordane","Salmon","Stock_Jan1_count","1000x","2016",30581,NA
"Sogn og Fjordane","Rainbow trout","Stock_Jan1_count","1000x","2016",5218.81736273414,"gapfilled"
"Sogn og Fjordane","Other fish species","Stock_Jan1_count","1000x","2016",1046.18263726586,"gapfilled"
"Møre og Romsdal","Salmon","Stock_Jan1_count","1000x","2016",21886,NA
"Møre og Romsdal","Rainbow trout","Stock_Jan1_count","1000x","2016",1883.72281949721,"gapfilled"
"Møre og Romsdal","Other fish species","Stock_Jan1_count","1000x","2016",1263.27718050279,"gapfilled"
"Trøndelag","Salmon","Stock_Jan1_count","1000x","2016",0,NA
"Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2016",0,NA
"Trøndelag","Other fish species","Stock_Jan1_count","1000x","2016",0,NA
"Sør-Trøndelag","Salmon","Stock_Jan1_count","1000x","2016",56026,NA
"Sør-Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2016",58.6058301647655,"gapfilled"
"Sør-Trøndelag","Other fish species","Stock_Jan1_count","1000x","2016",621.394169835234,"gapfilled"
"Nord-Trøndelag","Salmon","Stock_Jan1_count","1000x","2016",30286,NA
"Nord-Trøndelag","Rainbow trout","Stock_Jan1_count","1000x","2016",0,"gapfilled"
"Nord-Trøndelag","Other fish species","Stock_Jan1_count","1000x","2016",172,"gapfilled"
"Nordland","Salmon","Stock_Jan1_count","1000x","2016",72895,NA
"Nordland","Rainbow trout","Stock_Jan1_count","1000x","2016",2115,NA
"Nordland","Other fish species","Stock_Jan1_count","1000x","2016",345,NA
"Troms","Salmon","Stock_Jan1_count","1000x","2016",55717,NA
"Troms","Rainbow trout","Stock_Jan1_count","1000x","2016",0,"gapfilled"
"Troms","Other fish species","Stock_Jan1_count","1000x","2016",0,"gapfilled"
"Finnmark","Salmon","Stock_Jan1_count","1000x","2016",31531,NA
